,SerialNumber,DocType,DBYear,PaperSecUID,PaperTitle,ArticleNumber,countryNumber,AuthorNumber,AffiliationNumber,Country,FullOrgName,OrgFirstClassName,Fullname,journaltitle
257,42142908,Article,2016,384280000002,Politicians' Luck of the Draw: Evidence from the Spanish Christmas Lottery,,3,2,3,Germany,Inst Study Lab IZA,,"Bagues, Manuel",JOURNAL OF POLITICAL ECONOMY
258,42142908,Article,2016,384280000002,Politicians' Luck of the Draw: Evidence from the Spanish Christmas Lottery,,3,2,3,Canada,York Univ,N York,"Esteve-Volart, Berta",JOURNAL OF POLITICAL ECONOMY
259,42142909,Article,2016,384280000003,Decentralized College Admissions,,2,2,2,USA,Columbia Univ,,"Che, Yeon-Koo",JOURNAL OF POLITICAL ECONOMY
260,42142909,Article,2016,384280000003,Decentralized College Admissions,,2,2,2,South Korea,Hanyang Univ,,"Koh, Youngwoo",JOURNAL OF POLITICAL ECONOMY
261,42142910,Article,2016,384280000004,Something to Talk About: Social Spillovers in Movie Consumption,,1,2,2,USA,Coursera,,"Sands, Emily Glassberg",JOURNAL OF POLITICAL ECONOMY
262,42142910,Article,2016,384280000004,Something to Talk About: Social Spillovers in Movie Consumption,,1,2,2,USA,Wealthfront,,"Gilchrist, Duncan Sheppard",JOURNAL OF POLITICAL ECONOMY
263,42142911,Article,2016,384280000005,Debt Dilution and Sovereign Default Risk,,2,3,3,Canada,McMaster Univ,Hamilton,"Sosa-Padilla, Cesar",JOURNAL OF POLITICAL ECONOMY
264,42142911,Article,2016,384280000005,Debt Dilution and Sovereign Default Risk,,2,3,3,USA,Indiana Univ,,"Hatchondo, Juan Carlos",JOURNAL OF POLITICAL ECONOMY
265,42142911,Article,2016,384280000005,Debt Dilution and Sovereign Default Risk,,2,3,3,USA,Int Monetary Fund,,"Martinez, Leonardo",JOURNAL OF POLITICAL ECONOMY
266,42142912,Article,2016,384280000006,Text-Based Network Industries and Endogenous Product Differentiation,,1,2,3,USA,Univ Southern Calif,,"Hoberg, Gerard",JOURNAL OF POLITICAL ECONOMY
267,42142912,Article,2016,384280000006,Text-Based Network Industries and Endogenous Product Differentiation,,1,2,3,USA,NBER,,"Phillips, Gordon",JOURNAL OF POLITICAL ECONOMY
268,42142912,Article,2016,384280000006,Text-Based Network Industries and Endogenous Product Differentiation,,1,2,3,USA,Dartmouth Coll,,"Phillips, Gordon",JOURNAL OF POLITICAL ECONOMY
269,42142913,Article,2016,384280000007,"Downward Nominal Wage Rigidity, Currency Pegs, and Involuntary Unemployment",,1,2,3,USA,Columbia Univ,,"Uribe, Martin",JOURNAL OF POLITICAL ECONOMY
270,42142913,Article,2016,384280000007,"Downward Nominal Wage Rigidity, Currency Pegs, and Involuntary Unemployment",,1,2,3,USA,NBER,,"Uribe, Martin",JOURNAL OF POLITICAL ECONOMY
271,42142913,Article,2016,384280000007,"Downward Nominal Wage Rigidity, Currency Pegs, and Involuntary Unemployment",,1,2,3,USA,NBER,,"Schmitt-Grohe, Stephanie",JOURNAL OF POLITICAL ECONOMY
272,42142913,Article,2016,384280000007,"Downward Nominal Wage Rigidity, Currency Pegs, and Involuntary Unemployment",,1,2,3,USA,Columbia Univ,Ctr Econ Policy Res,"Schmitt-Grohe, Stephanie",JOURNAL OF POLITICAL ECONOMY
273,42516251,Article,2016,389049100001,Selling Information,,1,2,2,USA,Yale Univ,,"Horner, Johannes",JOURNAL OF POLITICAL ECONOMY
274,42516251,Article,2016,389049100001,Selling Information,,1,2,2,USA,Stanford Univ,,"Skrzypacz, Andrzej",JOURNAL OF POLITICAL ECONOMY
275,42516252,Article,2016,389049100002,The Cyclicality of the Opportunity Cost of Employment,,1,2,4,USA,Harvard Univ,,"Chodorow-Reich, Gabriel",JOURNAL OF POLITICAL ECONOMY
276,42516252,Article,2016,389049100002,The Cyclicality of the Opportunity Cost of Employment,,1,2,4,USA,Natl Bur Econ Res,,"Chodorow-Reich, Gabriel",JOURNAL OF POLITICAL ECONOMY
277,42516252,Article,2016,389049100002,The Cyclicality of the Opportunity Cost of Employment,,1,2,4,USA,Princeton Univ,Julis Rabinowitz Ctr,"Chodorow-Reich, Gabriel",JOURNAL OF POLITICAL ECONOMY
278,42516252,Article,2016,389049100002,The Cyclicality of the Opportunity Cost of Employment,,1,2,4,USA,Natl Bur Econ Res,,"Karabarbounis, Loukas",JOURNAL OF POLITICAL ECONOMY
279,42516252,Article,2016,389049100002,The Cyclicality of the Opportunity Cost of Employment,,1,2,4,USA,Univ Minnesota,,"Karabarbounis, Loukas",JOURNAL OF POLITICAL ECONOMY
280,42516253,Article,2016,389049100003,"Cognitive Ability, Character Skills, and Learning to Play Equilibrium: A Level-k Analysis",,1,2,1,USA,Purdue Univ,,"Prowse, Victoria",JOURNAL OF POLITICAL ECONOMY
281,42516253,Article,2016,389049100003,"Cognitive Ability, Character Skills, and Learning to Play Equilibrium: A Level-k Analysis",,1,2,1,USA,Purdue Univ,,"Gill, David",JOURNAL OF POLITICAL ECONOMY
282,42516254,Article,2016,389049100004,"Market Transparency, Adverse Selection, and Moral Hazard",,2,3,4,Germany,Univ Mannheim,,"Lambertz, Christian",JOURNAL OF POLITICAL ECONOMY
283,42516254,Article,2016,389049100004,"Market Transparency, Adverse Selection, and Moral Hazard",,2,3,4,Germany,Ctr European Econ Res ZEW,,"Stahl, Konrad O.",JOURNAL OF POLITICAL ECONOMY
284,42516254,Article,2016,389049100004,"Market Transparency, Adverse Selection, and Moral Hazard",,2,3,4,Germany,Univ Mannheim,Ctr Econ Policy Res,"Stahl, Konrad O.",JOURNAL OF POLITICAL ECONOMY
285,42516254,Article,2016,389049100004,"Market Transparency, Adverse Selection, and Moral Hazard",,2,3,4,Netherlands,Tilburg Univ,,"Klein, Tobias J.",JOURNAL OF POLITICAL ECONOMY
286,42516255,Article,2016,389049100005,A Year of Transition: Faculty Recruiting at Chicago in 1946,,1,1,1,USA,Univ Maryland Baltimore Cty,,"Mitch, David",JOURNAL OF POLITICAL ECONOMY
287,42516256,Article,2016,389049100006,Monopsony Power in Migrant Labor Markets: Evidence from the United Arab Emirates,,2,3,4,U Arab Emirates,New York Univ,,"Nyarko, Yaw",JOURNAL OF POLITICAL ECONOMY
288,42516256,Article,2016,389049100006,Monopsony Power in Migrant Labor Markets: Evidence from the United Arab Emirates,,2,3,4,USA,NYU,,"Nyarko, Yaw",JOURNAL OF POLITICAL ECONOMY
289,42516256,Article,2016,389049100006,Monopsony Power in Migrant Labor Markets: Evidence from the United Arab Emirates,,2,3,4,USA,Columbia Univ,,"Naidu, Suresh",JOURNAL OF POLITICAL ECONOMY
290,42516256,Article,2016,389049100006,Monopsony Power in Migrant Labor Markets: Evidence from the United Arab Emirates,,2,3,4,USA,Univ Penn,,"Wang, Shing-Yi",JOURNAL OF POLITICAL ECONOMY
291,42516257,Article,2016,389049100007,Why the Referential Treatment? Evidence from Field Experiments on Referrals,,1,2,3,USA,Harvard Univ,,"Pallais, Amanda",JOURNAL OF POLITICAL ECONOMY
292,42516257,Article,2016,389049100007,Why the Referential Treatment? Evidence from Field Experiments on Referrals,,1,2,3,USA,Natl Bur Econ Res,,"Pallais, Amanda",JOURNAL OF POLITICAL ECONOMY
293,42516257,Article,2016,389049100007,Why the Referential Treatment? Evidence from Field Experiments on Referrals,,1,2,3,USA,Coursera,,"Sands, Emily Glassberg",JOURNAL OF POLITICAL ECONOMY
294,42861832,Article,2017,393320100001,In the Shadow of a Giant: Medicare's Influence on Private Physician Payments,,2,2,3,USA,Natl Bur Econ Res,,"Clemens, Jeffrey",JOURNAL OF POLITICAL ECONOMY
295,42861832,Article,2017,393320100001,In the Shadow of a Giant: Medicare's Influence on Private Physician Payments,,2,2,3,USA,Univ Calif San Diego,,"Clemens, Jeffrey",JOURNAL OF POLITICAL ECONOMY
296,42861832,Article,2017,393320100001,In the Shadow of a Giant: Medicare's Influence on Private Physician Payments,,2,2,3,Canada,Univ British Columbia,Vancouver,"Gottlieb, Joshua D.",JOURNAL OF POLITICAL ECONOMY
297,42861832,Article,2017,393320100001,In the Shadow of a Giant: Medicare's Influence on Private Physician Payments,,2,2,3,USA,Natl Bur Econ Res,,"Gottlieb, Joshua D.",JOURNAL OF POLITICAL ECONOMY
298,42861833,Article,2017,393320100002,Stochastic Choice and Preferences for Randomization,10.1086/689774,1,2,2,USA,Columbia Univ,,"Ortoleva, Pietro",JOURNAL OF POLITICAL ECONOMY
299,42861833,Article,2017,393320100002,Stochastic Choice and Preferences for Randomization,10.1086/689774,1,2,2,USA,CALTECH,,"Agranov, Marina",JOURNAL OF POLITICAL ECONOMY
300,42861834,Article,2017,393320100003,Unbalanced Random Matching Markets: The Stark Effect of Competition,10.1086/689869,1,3,2,USA,Columbia Univ,,"Kanoria, Yash",JOURNAL OF POLITICAL ECONOMY
301,42861834,Article,2017,393320100003,Unbalanced Random Matching Markets: The Stark Effect of Competition,10.1086/689869,1,3,2,USA,Stanford Univ,,"Ashlagi, Itai",JOURNAL OF POLITICAL ECONOMY
302,42861834,Article,2017,393320100003,Unbalanced Random Matching Markets: The Stark Effect of Competition,10.1086/689869,1,3,2,USA,Columbia Univ,,"Leshno, Jacob D.",JOURNAL OF POLITICAL ECONOMY
303,42861835,Article,2017,393320100004,Chinese College Admissions and School Choice Reforms: A Theoretical Analysis,10.1086/689773,2,2,3,USA,Carnegie Mellon Univ,,"Kesten, Onur",JOURNAL OF POLITICAL ECONOMY
304,42861835,Article,2017,393320100004,Chinese College Admissions and School Choice Reforms: A Theoretical Analysis,10.1086/689773,2,2,3,Peoples R China,Tsinghua Univ,,"Chen, Yan",JOURNAL OF POLITICAL ECONOMY
305,42861835,Article,2017,393320100004,Chinese College Admissions and School Choice Reforms: A Theoretical Analysis,10.1086/689773,2,2,3,USA,Univ Michigan,,"Chen, Yan",JOURNAL OF POLITICAL ECONOMY
306,42861836,Article,2017,393320100005,"The Macroeconomic Effects of Housing Wealth, Housing Finance, and Limited Risk Sharing in General Equilibrium",10.1086/689606,2,3,4,USA,NYU,,"Van Nieuwerburgh, Stijn",JOURNAL OF POLITICAL ECONOMY
307,42861836,Article,2017,393320100005,"The Macroeconomic Effects of Housing Wealth, Housing Finance, and Limited Risk Sharing in General Equilibrium",10.1086/689606,2,3,4,USA,Ctr Econ Policy Res,,"Van Nieuwerburgh, Stijn",JOURNAL OF POLITICAL ECONOMY
308,42861836,Article,2017,393320100005,"The Macroeconomic Effects of Housing Wealth, Housing Finance, and Limited Risk Sharing in General Equilibrium",10.1086/689606,2,3,4,USA,Natl Bur Econ Res,,"Van Nieuwerburgh, Stijn",JOURNAL OF POLITICAL ECONOMY
309,42861836,Article,2017,393320100005,"The Macroeconomic Effects of Housing Wealth, Housing Finance, and Limited Risk Sharing in General Equilibrium",10.1086/689606,2,3,4,Canada,Univ British Columbia,Vancouver,"Favilukis, Jack",JOURNAL OF POLITICAL ECONOMY
310,42861836,Article,2017,393320100005,"The Macroeconomic Effects of Housing Wealth, Housing Finance, and Limited Risk Sharing in General Equilibrium",10.1086/689606,2,3,4,USA,NYU,,"Ludvigson, Sydney C.",JOURNAL OF POLITICAL ECONOMY
311,42861836,Article,2017,393320100005,"The Macroeconomic Effects of Housing Wealth, Housing Finance, and Limited Risk Sharing in General Equilibrium",10.1086/689606,2,3,4,USA,Natl Bur Econ Res,,"Ludvigson, Sydney C.",JOURNAL OF POLITICAL ECONOMY
312,42861837,Article,2017,393320100006,"Matching, Sorting, and the Distributional Effects of International Trade",10.1086/689608,4,3,5,USA,Princeton Univ,,"Grossman, Gene M.",JOURNAL OF POLITICAL ECONOMY
313,42861837,Article,2017,393320100006,"Matching, Sorting, and the Distributional Effects of International Trade",10.1086/689608,4,3,5,USA,Harvard Univ,,"Helpman, Elhanan",JOURNAL OF POLITICAL ECONOMY
314,42861837,Article,2017,393320100006,"Matching, Sorting, and the Distributional Effects of International Trade",10.1086/689608,4,3,5,Canada,Canadian Inst Adv Res,Toronto,"Helpman, Elhanan",JOURNAL OF POLITICAL ECONOMY
315,42861837,Article,2017,393320100006,"Matching, Sorting, and the Distributional Effects of International Trade",10.1086/689608,4,3,5,Scotland,Univ Edinburgh,Edinburgh,"Kircher, Philipp",JOURNAL OF POLITICAL ECONOMY
316,42861837,Article,2017,393320100006,"Matching, Sorting, and the Distributional Effects of International Trade",10.1086/689608,4,3,5,Italy,European Univ Inst,Fiesole,"Kircher, Philipp",JOURNAL OF POLITICAL ECONOMY
317,42861838,Article,2017,393320100007,Nonlinear Effects of Taxation on Growth,10.1086/689607,1,2,4,USA,Northwestern Univ,,"Rebelo, Sergio",JOURNAL OF POLITICAL ECONOMY
318,42861838,Article,2017,393320100007,Nonlinear Effects of Taxation on Growth,10.1086/689607,1,2,4,USA,Natl Bur Econ Res,,"Rebelo, Sergio",JOURNAL OF POLITICAL ECONOMY
319,42861838,Article,2017,393320100007,Nonlinear Effects of Taxation on Growth,10.1086/689607,1,2,4,USA,Ctr Econ Policy Res,,"Rebelo, Sergio",JOURNAL OF POLITICAL ECONOMY
320,42861838,Article,2017,393320100007,Nonlinear Effects of Taxation on Growth,10.1086/689607,1,2,4,USA,Univ Southern Calif,,"Jaimovich, Nir",JOURNAL OF POLITICAL ECONOMY
321,42861838,Article,2017,393320100007,Nonlinear Effects of Taxation on Growth,10.1086/689607,1,2,4,USA,Natl Bur Econ Res,,"Jaimovich, Nir",JOURNAL OF POLITICAL ECONOMY
322,43297439,Article,2017,398681700001,The Career Costs of Children,10.1086/690952,3,3,5,Australia,Univ Sydney,Sydney,"Stevens, Katrien",JOURNAL OF POLITICAL ECONOMY
323,43297439,Article,2017,398681700001,The Career Costs of Children,10.1086/690952,3,3,5,Italy,Innocenzo Gasparini Inst Econ Res,,"Adda, Jerome",JOURNAL OF POLITICAL ECONOMY
324,43297439,Article,2017,398681700001,The Career Costs of Children,10.1086/690952,3,3,5,Italy,Bocconi Univ,,"Adda, Jerome",JOURNAL OF POLITICAL ECONOMY
325,43297439,Article,2017,398681700001,The Career Costs of Children,10.1086/690952,3,3,5,England,Ctr Res & Anal Migrat,,"Dustmann, Christian",JOURNAL OF POLITICAL ECONOMY
326,43297439,Article,2017,398681700001,The Career Costs of Children,10.1086/690952,3,3,5,England,UCL,,"Dustmann, Christian",JOURNAL OF POLITICAL ECONOMY
327,43297440,Article,2017,398681700002,Curriculum and Ideology,10.1086/690951,4,5,8,Peoples R China,Hong Kong Univ Sci & Technol,Hong Kong,"Zhang, Y. Jane",JOURNAL OF POLITICAL ECONOMY
328,43297440,Article,2017,398681700002,Curriculum and Ideology,10.1086/690951,4,5,8,USA,Stanford Univ,,"Yang, David Y.",JOURNAL OF POLITICAL ECONOMY
329,43297440,Article,2017,398681700002,Curriculum and Ideology,10.1086/690951,4,5,8,USA,NBER,,"Yuchtman, Noam",JOURNAL OF POLITICAL ECONOMY
330,43297440,Article,2017,398681700002,Curriculum and Ideology,10.1086/690951,4,5,8,Germany,CESifo,,"Yuchtman, Noam",JOURNAL OF POLITICAL ECONOMY
331,43297440,Article,2017,398681700002,Curriculum and Ideology,10.1086/690951,4,5,8,USA,Univ Calif Berkeley,,"Yuchtman, Noam",JOURNAL OF POLITICAL ECONOMY
332,43297440,Article,2017,398681700002,Curriculum and Ideology,10.1086/690951,4,5,8,Germany,Ludwig Maximilians Univ Munchen,,"Cantoni, Davide",JOURNAL OF POLITICAL ECONOMY
333,43297440,Article,2017,398681700002,Curriculum and Ideology,10.1086/690951,4,5,8,England,Ctr Econ Policy Res,,"Cantoni, Davide",JOURNAL OF POLITICAL ECONOMY
334,43297440,Article,2017,398681700002,Curriculum and Ideology,10.1086/690951,4,5,8,Germany,CESifo,,"Cantoni, Davide",JOURNAL OF POLITICAL ECONOMY
335,43297440,Article,2017,398681700002,Curriculum and Ideology,10.1086/690951,4,5,8,Peoples R China,Peking Univ,,"Chen, Yuyu",JOURNAL OF POLITICAL ECONOMY
336,43297441,Article,2017,398681700003,"Economic Uncertainty, Parental Selection, and Children's Educational Outcomes",10.1086/690830,3,2,7,Germany,Inst Study Labor IZA,,"Chevalier, Arnaud",JOURNAL OF POLITICAL ECONOMY
337,43297441,Article,2017,398681700003,"Economic Uncertainty, Parental Selection, and Children's Educational Outcomes",10.1086/690830,3,2,7,England,Royal Holloway Univ London,Egham,"Chevalier, Arnaud",JOURNAL OF POLITICAL ECONOMY
338,43297441,Article,2017,398681700003,"Economic Uncertainty, Parental Selection, and Children's Educational Outcomes",10.1086/690830,3,2,7,Germany,CESifo,,"Marie, Olivier",JOURNAL OF POLITICAL ECONOMY
339,43297441,Article,2017,398681700003,"Economic Uncertainty, Parental Selection, and Children's Educational Outcomes",10.1086/690830,3,2,7,Netherlands,Tinbergen Inst,,"Marie, Olivier",JOURNAL OF POLITICAL ECONOMY
340,43297441,Article,2017,398681700003,"Economic Uncertainty, Parental Selection, and Children's Educational Outcomes",10.1086/690830,3,2,7,Germany,Inst Study Labor IZA,,"Marie, Olivier",JOURNAL OF POLITICAL ECONOMY
341,43297441,Article,2017,398681700003,"Economic Uncertainty, Parental Selection, and Children's Educational Outcomes",10.1086/690830,3,2,7,England,Ctr Econ Performance,,"Marie, Olivier",JOURNAL OF POLITICAL ECONOMY
342,43297441,Article,2017,398681700003,"Economic Uncertainty, Parental Selection, and Children's Educational Outcomes",10.1086/690830,3,2,7,Netherlands,Erasmus Univ,,"Marie, Olivier",JOURNAL OF POLITICAL ECONOMY
343,43297441,Article,2017,398681700003,"Economic Uncertainty, Parental Selection, and Children's Educational Outcomes",10.1086/690830,3,2,7,Netherlands,Maastricht Univ,,"Marie, Olivier",JOURNAL OF POLITICAL ECONOMY
344,43297442,Article,2017,398681700004,Optimal Financial Knowledge and Wealth Inequality,10.1086/690950,2,3,5,USA,RAND,,"Michaud, Pierre-Carl",JOURNAL OF POLITICAL ECONOMY
345,43297442,Article,2017,398681700004,Optimal Financial Knowledge and Wealth Inequality,10.1086/690950,2,3,5,Canada,HEC Montreal,Montreal,"Michaud, Pierre-Carl",JOURNAL OF POLITICAL ECONOMY
346,43297442,Article,2017,398681700004,Optimal Financial Knowledge and Wealth Inequality,10.1086/690950,2,3,5,USA,George Washington Univ,,"Lusardi, Annamaria",JOURNAL OF POLITICAL ECONOMY
347,43297442,Article,2017,398681700004,Optimal Financial Knowledge and Wealth Inequality,10.1086/690950,2,3,5,USA,NBER,,"Lusardi, Annamaria",JOURNAL OF POLITICAL ECONOMY
348,43297442,Article,2017,398681700004,Optimal Financial Knowledge and Wealth Inequality,10.1086/690950,2,3,5,USA,Univ Penn,,"Mitchell, Olivia S.",JOURNAL OF POLITICAL ECONOMY
349,43297442,Article,2017,398681700004,Optimal Financial Knowledge and Wealth Inequality,10.1086/690950,2,3,5,USA,NBER,,"Mitchell, Olivia S.",JOURNAL OF POLITICAL ECONOMY
350,43297443,Article,2017,398681700005,Bowling for Fascism: Social Capital and the Rise of the Nazi Party,10.1086/690949,3,3,5,USA,NYU,,"Satyanath, Shanker",JOURNAL OF POLITICAL ECONOMY
351,43297443,Article,2017,398681700005,Bowling for Fascism: Social Capital and the Rise of the Nazi Party,10.1086/690949,3,3,5,Switzerland,Univ Zurich,,"Voth, Hans-Joachim",JOURNAL OF POLITICAL ECONOMY
352,43297443,Article,2017,398681700005,Bowling for Fascism: Social Capital and the Rise of the Nazi Party,10.1086/690949,3,3,5,England,Ctr Econ Policy Res,,"Voth, Hans-Joachim",JOURNAL OF POLITICAL ECONOMY
353,43297443,Article,2017,398681700005,Bowling for Fascism: Social Capital and the Rise of the Nazi Party,10.1086/690949,3,3,5,England,Ctr Econ Policy Res,,"Voigtlander, Nico",JOURNAL OF POLITICAL ECONOMY
354,43297443,Article,2017,398681700005,Bowling for Fascism: Social Capital and the Rise of the Nazi Party,10.1086/690949,3,3,5,USA,NBER,,"Voigtlander, Nico",JOURNAL OF POLITICAL ECONOMY
355,43297443,Article,2017,398681700005,Bowling for Fascism: Social Capital and the Rise of the Nazi Party,10.1086/690949,3,3,5,USA,Univ Calif Los Angeles,,"Voigtlander, Nico",JOURNAL OF POLITICAL ECONOMY
356,43297444,Article,2017,398681700006,Drought of Opportunities: Contemporaneous and Long-Term Impacts of Rainfall Shocks on Human Capital,10.1086/690828,1,2,3,USA,NBER,,"Shah, Manisha",JOURNAL OF POLITICAL ECONOMY
357,43297444,Article,2017,398681700006,Drought of Opportunities: Contemporaneous and Long-Term Impacts of Rainfall Shocks on Human Capital,10.1086/690828,1,2,3,USA,Univ Calif Los Angeles,,"Shah, Manisha",JOURNAL OF POLITICAL ECONOMY
358,43297444,Article,2017,398681700006,Drought of Opportunities: Contemporaneous and Long-Term Impacts of Rainfall Shocks on Human Capital,10.1086/690828,1,2,3,USA,Brown Univ,,"Steinberg, Bryce Millett",JOURNAL OF POLITICAL ECONOMY
359,43297445,Article,2017,398681700007,Credit Access and College Enrollment,10.1086/690829,1,1,1,Sweden,Uppsala Univ,,"Solis, Alex",JOURNAL OF POLITICAL ECONOMY
360,43564051,Article,2017,401803200001,"Avoiding the Ask: A Field Experiment on Altruism, Empathy, and Charitable Giving",10.1086/691703,1,3,4,USA,HomeAway Inc,,"Rao, Justin M.",JOURNAL OF POLITICAL ECONOMY
361,43564051,Article,2017,401803200001,"Avoiding the Ask: A Field Experiment on Altruism, Empathy, and Charitable Giving",10.1086/691703,1,3,4,USA,Natl Bur Econ Res,,"Andreoni, James",JOURNAL OF POLITICAL ECONOMY
362,43564051,Article,2017,401803200001,"Avoiding the Ask: A Field Experiment on Altruism, Empathy, and Charitable Giving",10.1086/691703,1,3,4,USA,Univ Calif San Diego,,"Andreoni, James",JOURNAL OF POLITICAL ECONOMY
363,43564051,Article,2017,401803200001,"Avoiding the Ask: A Field Experiment on Altruism, Empathy, and Charitable Giving",10.1086/691703,1,3,4,USA,Yale Univ,,"Trachtman, Hannah",JOURNAL OF POLITICAL ECONOMY
364,43564052,Article,2017,401803200002,Policy Intervention in Debt Renegotiation: Evidence from the Home Affordable Modification Program,10.1086/691701,2,6,7,USA,Fed Reserve Bank Chicago,,"Amromin, Gene",JOURNAL OF POLITICAL ECONOMY
365,43564052,Article,2017,401803200002,Policy Intervention in Debt Renegotiation: Evidence from the Home Affordable Modification Program,10.1086/691701,2,6,7,USA,Natl Bur Econ Res,,"Ben-David, Itzhak",JOURNAL OF POLITICAL ECONOMY
366,43564052,Article,2017,401803200002,Policy Intervention in Debt Renegotiation: Evidence from the Home Affordable Modification Program,10.1086/691701,2,6,7,USA,Ohio State Univ,,"Ben-David, Itzhak",JOURNAL OF POLITICAL ECONOMY
367,43564052,Article,2017,401803200002,Policy Intervention in Debt Renegotiation: Evidence from the Home Affordable Modification Program,10.1086/691701,2,6,7,USA,Columbia Univ,,"Piskorski, Tomasz",JOURNAL OF POLITICAL ECONOMY
368,43564052,Article,2017,401803200002,Policy Intervention in Debt Renegotiation: Evidence from the Home Affordable Modification Program,10.1086/691701,2,6,7,USA,Natl Bur Econ Res,,"Piskorski, Tomasz",JOURNAL OF POLITICAL ECONOMY
369,43564052,Article,2017,401803200002,Policy Intervention in Debt Renegotiation: Evidence from the Home Affordable Modification Program,10.1086/691701,2,6,7,USA,Off Comptroller Currency,,"Chomsisengphet, Souphala",JOURNAL OF POLITICAL ECONOMY
370,43564052,Article,2017,401803200002,Policy Intervention in Debt Renegotiation: Evidence from the Home Affordable Modification Program,10.1086/691701,2,6,7,USA,Natl Bur Econ Res,,"Seru, Amit",JOURNAL OF POLITICAL ECONOMY
371,43564052,Article,2017,401803200002,Policy Intervention in Debt Renegotiation: Evidence from the Home Affordable Modification Program,10.1086/691701,2,6,7,USA,Univ Chicago,,"Seru, Amit",JOURNAL OF POLITICAL ECONOMY
372,43564052,Article,2017,401803200002,Policy Intervention in Debt Renegotiation: Evidence from the Home Affordable Modification Program,10.1086/691701,2,6,7,Singapore,Natl Univ Singapore,,"Agarwal, Sumit",JOURNAL OF POLITICAL ECONOMY
373,43564053,Article,2017,401803200003,Asset Return Dynamics under Habits and Bad Environment-Good Environment Fundamentals,10.1086/691450,1,2,3,USA,Fed Reserve Board Governors,,"Engstrom, Eric",JOURNAL OF POLITICAL ECONOMY
374,43564053,Article,2017,401803200003,Asset Return Dynamics under Habits and Bad Environment-Good Environment Fundamentals,10.1086/691450,1,2,3,USA,Natl Bur Econ Res,,"Bekaert, Geert",JOURNAL OF POLITICAL ECONOMY
375,43564053,Article,2017,401803200003,Asset Return Dynamics under Habits and Bad Environment-Good Environment Fundamentals,10.1086/691450,1,2,3,USA,Columbia Univ,,"Bekaert, Geert",JOURNAL OF POLITICAL ECONOMY
376,43564054,Article,2017,401803200004,"Admitting Students to Selective Education Programs: Merit, Profiling, and Affirmative Action",10.1086/691702,2,3,4,Spain,IE Business Sch,,"Cestau, Dario",JOURNAL OF POLITICAL ECONOMY
377,43564054,Article,2017,401803200004,"Admitting Students to Selective Education Programs: Merit, Profiling, and Affirmative Action",10.1086/691702,2,3,4,USA,Natl Bur Econ Res,,"Sieg, Holger",JOURNAL OF POLITICAL ECONOMY
378,43564054,Article,2017,401803200004,"Admitting Students to Selective Education Programs: Merit, Profiling, and Affirmative Action",10.1086/691702,2,3,4,USA,Univ Penn,,"Sieg, Holger",JOURNAL OF POLITICAL ECONOMY
379,43564054,Article,2017,401803200004,"Admitting Students to Selective Education Programs: Merit, Profiling, and Affirmative Action",10.1086/691702,2,3,4,USA,Carnegie Mellon Univ,,"Epple, Dennis",JOURNAL OF POLITICAL ECONOMY
380,43564054,Article,2017,401803200004,"Admitting Students to Selective Education Programs: Merit, Profiling, and Affirmative Action",10.1086/691702,2,3,4,USA,Natl Bur Econ Res,,"Epple, Dennis",JOURNAL OF POLITICAL ECONOMY
381,43564055,Article,2017,401803200005,"Estimating the Innovator's Dilemma: Structural Analysis of Creative Destruction in the Hard Disk Drive Industry, 1981-1998",10.1086/691524,1,1,1,USA,Yale Univ,,"Igami, Mitsuru",JOURNAL OF POLITICAL ECONOMY
382,43564056,Article,2017,401803200006,Every Breath You Take-Every Dollar You'll Make: The Long-Term Consequences of the Clean Air Act of 1970,10.1086/691465,2,3,5,Germany,Inst Study Lab IZA,,"Walker, W. Reed",JOURNAL OF POLITICAL ECONOMY
383,43564056,Article,2017,401803200006,Every Breath You Take-Every Dollar You'll Make: The Long-Term Consequences of the Clean Air Act of 1970,10.1086/691465,2,3,5,USA,Natl Bur Econ Res,,"Walker, W. Reed",JOURNAL OF POLITICAL ECONOMY
384,43564056,Article,2017,401803200006,Every Breath You Take-Every Dollar You'll Make: The Long-Term Consequences of the Clean Air Act of 1970,10.1086/691465,2,3,5,USA,Univ Calif Berkeley,,"Walker, W. Reed",JOURNAL OF POLITICAL ECONOMY
385,43564056,Article,2017,401803200006,Every Breath You Take-Every Dollar You'll Make: The Long-Term Consequences of the Clean Air Act of 1970,10.1086/691465,2,3,5,USA,Univ Calif Santa Barbara,,"Rossin-Slater, Maya",JOURNAL OF POLITICAL ECONOMY
386,43564056,Article,2017,401803200006,Every Breath You Take-Every Dollar You'll Make: The Long-Term Consequences of the Clean Air Act of 1970,10.1086/691465,2,3,5,Germany,Inst Study Lab IZA,,"Rossin-Slater, Maya",JOURNAL OF POLITICAL ECONOMY
387,43564056,Article,2017,401803200006,Every Breath You Take-Every Dollar You'll Make: The Long-Term Consequences of the Clean Air Act of 1970,10.1086/691465,2,3,5,USA,Natl Bur Econ Res,,"Rossin-Slater, Maya",JOURNAL OF POLITICAL ECONOMY
388,43564056,Article,2017,401803200006,Every Breath You Take-Every Dollar You'll Make: The Long-Term Consequences of the Clean Air Act of 1970,10.1086/691465,2,3,5,USA,US Dept Treasury,Off Tax Anal,"Isen, Adam",JOURNAL OF POLITICAL ECONOMY
