,PaperSecUID,PaperTitle,ArticleNumber,countryNumber,AuthorNumber,AffiliationNumber,Country,FullOrgName,OrgFirstClassName,Fullname,journaltitle
140,362733900010,"Sign Restrictions, Structural Vector Autoregressions, and Useful Prior Information",10.3982/ECTA12356,1,2,2,USA,Univ Calif San Diego,Dept Econ,"Hamilton, James D.",ECONOMETRICA
141,362733900010,"Sign Restrictions, Structural Vector Autoregressions, and Useful Prior Information",10.3982/ECTA12356,1,2,2,USA,Univ Notre Dame,Dept Econ,"Baumeister, Christiane",ECONOMETRICA
142,362733900011,Sharing Rule Identification for General Collective Consumption Models,10.3982/ECTA10839,2,4,4,Belgium,Univ Leuven,Dept Econ,"Vermeulen, Frederic",ECONOMETRICA
143,362733900011,Sharing Rule Identification for General Collective Consumption Models,10.3982/ECTA10839,2,4,4,Belgium,Univ Libre Bruxelles,ECARES,"De Rock, Bram",ECONOMETRICA
144,362733900011,Sharing Rule Identification for General Collective Consumption Models,10.3982/ECTA10839,2,4,4,USA,Boston Coll,Dept Econ,"Lewbel, Arthur",ECONOMETRICA
145,362733900011,Sharing Rule Identification for General Collective Consumption Models,10.3982/ECTA10839,2,4,4,Belgium,Katholieke Univ Leuven,Ctr Econ Studies,"Cherchye, Laurens",ECONOMETRICA
146,362733900012,A Test for Instrument Validity,10.3982/ECTA11974,1,1,1,England,UCL,Dept Econ,"Kitagawa, Toru",ECONOMETRICA
147,362733900013,Identifying Higher-Order Rationality,10.3982/ECTA11983,1,1,1,England,UCL,Dept Econ,"Kneeland, Terri",ECONOMETRICA
148,368405400001,MORAL HAZARD IN HIGH OFFICE AND THE DYNAMICS OF ARISTOCRACY,10.3982/ECTA9737,1,1,1,USA,Univ Chicago,Dept Econ,"Myerson, Roger B.",ECONOMETRICA
149,368405400002,THE ECONOMICS OF DENSITY: EVIDENCE FROM THE BERLIN WALL,10.3982/ECTA10876,3,4,7,England,CEPR,,"Ahlfeldt, Gabriel M.",ECONOMETRICA
150,368405400002,THE ECONOMICS OF DENSITY: EVIDENCE FROM THE BERLIN WALL,10.3982/ECTA10876,3,4,7,England,London Sch Econ,Dept Geog & Environm,"Ahlfeldt, Gabriel M.",ECONOMETRICA
151,368405400002,THE ECONOMICS OF DENSITY: EVIDENCE FROM THE BERLIN WALL,10.3982/ECTA10876,3,4,7,England,CEPR,,"Sturm, Daniel M.",ECONOMETRICA
152,368405400002,THE ECONOMICS OF DENSITY: EVIDENCE FROM THE BERLIN WALL,10.3982/ECTA10876,3,4,7,England,London Sch Econ,Dept Econ,"Sturm, Daniel M.",ECONOMETRICA
153,368405400002,THE ECONOMICS OF DENSITY: EVIDENCE FROM THE BERLIN WALL,10.3982/ECTA10876,3,4,7,Germany,Humboldt Univ,Dept Econ,"Wolf, Nikolaus",ECONOMETRICA
154,368405400002,THE ECONOMICS OF DENSITY: EVIDENCE FROM THE BERLIN WALL,10.3982/ECTA10876,3,4,7,England,CEPR,,"Wolf, Nikolaus",ECONOMETRICA
155,368405400002,THE ECONOMICS OF DENSITY: EVIDENCE FROM THE BERLIN WALL,10.3982/ECTA10876,3,4,7,USA,Princeton Univ,WWS,"Redding, Stephen J.",ECONOMETRICA
156,368405400002,THE ECONOMICS OF DENSITY: EVIDENCE FROM THE BERLIN WALL,10.3982/ECTA10876,3,4,7,England,CEPR,,"Redding, Stephen J.",ECONOMETRICA
157,368405400002,THE ECONOMICS OF DENSITY: EVIDENCE FROM THE BERLIN WALL,10.3982/ECTA10876,3,4,7,USA,NBER,,"Redding, Stephen J.",ECONOMETRICA
158,368405400002,THE ECONOMICS OF DENSITY: EVIDENCE FROM THE BERLIN WALL,10.3982/ECTA10876,3,4,7,USA,Princeton Univ,Dept Econ,"Redding, Stephen J.",ECONOMETRICA
159,368405400003,LEVERAGE AND DEFAULT IN BINOMIAL ECONOMIES: A COMPLETE CHARACTERIZATION,10.3982/ECTA11618,1,2,3,USA,Yale Univ,Dept Econ,"Geanakoplos, John",ECONOMETRICA
160,368405400003,LEVERAGE AND DEFAULT IN BINOMIAL ECONOMIES: A COMPLETE CHARACTERIZATION,10.3982/ECTA11618,1,2,3,USA,Santa Fe Inst,,"Geanakoplos, John",ECONOMETRICA
161,368405400003,LEVERAGE AND DEFAULT IN BINOMIAL ECONOMIES: A COMPLETE CHARACTERIZATION,10.3982/ECTA11618,1,2,3,USA,Univ Virginia,Dept Econ,"Fostel, Ana",ECONOMETRICA
162,368405400004,ENTRY AND EXIT IN OTC DERIVATIVES MARKETS,10.3982/ECTA11477,1,3,6,USA,Univ Calif Los Angeles,Anderson Sch Management,"Eisfeldt, Andrea L.",ECONOMETRICA
163,368405400004,ENTRY AND EXIT IN OTC DERIVATIVES MARKETS,10.3982/ECTA11477,1,3,6,USA,NBER,,"Eisfeldt, Andrea L.",ECONOMETRICA
164,368405400004,ENTRY AND EXIT IN OTC DERIVATIVES MARKETS,10.3982/ECTA11477,1,3,6,USA,NBER,,"Weill, Pierre-Olivier",ECONOMETRICA
165,368405400004,ENTRY AND EXIT IN OTC DERIVATIVES MARKETS,10.3982/ECTA11477,1,3,6,USA,CEPR,,"Weill, Pierre-Olivier",ECONOMETRICA
166,368405400004,ENTRY AND EXIT IN OTC DERIVATIVES MARKETS,10.3982/ECTA11477,1,3,6,USA,Univ Calif Los Angeles,Dept Econ,"Weill, Pierre-Olivier",ECONOMETRICA
167,368405400004,ENTRY AND EXIT IN OTC DERIVATIVES MARKETS,10.3982/ECTA11477,1,3,6,USA,Fed Reserve Bank Minneapolis,,"Atkeson, Andrew G.",ECONOMETRICA
168,368405400004,ENTRY AND EXIT IN OTC DERIVATIVES MARKETS,10.3982/ECTA11477,1,3,6,USA,NBER,,"Atkeson, Andrew G.",ECONOMETRICA
169,368405400004,ENTRY AND EXIT IN OTC DERIVATIVES MARKETS,10.3982/ECTA11477,1,3,6,USA,Univ Calif Los Angeles,Dept Econ,"Atkeson, Andrew G.",ECONOMETRICA
170,368405400005,"PROMOTION, TURNOVER, AND COMPENSATION IN THE EXECUTIVE LABOR MARKET",10.3982/ECTA11020,1,3,2,USA,Washington Univ,Dept Econ,"Golan, Limor",ECONOMETRICA
171,368405400005,"PROMOTION, TURNOVER, AND COMPENSATION IN THE EXECUTIVE LABOR MARKET",10.3982/ECTA11020,1,3,2,USA,Carnegie Mellon Univ,Tepper Sch Business,"Miller, Robert A.",ECONOMETRICA
172,368405400005,"PROMOTION, TURNOVER, AND COMPENSATION IN THE EXECUTIVE LABOR MARKET",10.3982/ECTA11020,1,3,2,USA,Washington Univ,Dept Econ,"Gayle, George-Levi",ECONOMETRICA
173,368405400006,STOCHASTIC CHOICE AND REVEALED PERTURBED UTILITY,10.3982/ECTA12660,1,3,1,USA,Harvard Univ,Dept Econ,"Iijima, Ryota",ECONOMETRICA
174,368405400006,STOCHASTIC CHOICE AND REVEALED PERTURBED UTILITY,10.3982/ECTA12660,1,3,1,USA,Harvard Univ,Dept Econ,"Strzalecki, Tomasz",ECONOMETRICA
175,368405400006,STOCHASTIC CHOICE AND REVEALED PERTURBED UTILITY,10.3982/ECTA12660,1,3,1,USA,Harvard Univ,Dept Econ,"Fudenberg, Drew",ECONOMETRICA
176,368405400007,IDENTIFICATION PROPERTIES OF RECENT PRODUCTION FUNCTION ESTIMATORS,10.3982/ECTA13408,2,3,5,USA,Economists Inc,,"Caves, Kevin",ECONOMETRICA
177,368405400007,IDENTIFICATION PROPERTIES OF RECENT PRODUCTION FUNCTION ESTIMATORS,10.3982/ECTA13408,2,3,5,Canada,Univ Toronto,Rotman Sch Management,"Frazer, Garth",ECONOMETRICA
178,368405400007,IDENTIFICATION PROPERTIES OF RECENT PRODUCTION FUNCTION ESTIMATORS,10.3982/ECTA13408,2,3,5,Canada,Univ Toronto Scarborough,Dept Management,"Frazer, Garth",ECONOMETRICA
179,368405400007,IDENTIFICATION PROPERTIES OF RECENT PRODUCTION FUNCTION ESTIMATORS,10.3982/ECTA13408,2,3,5,Canada,Univ Toronto,Sch Publ Policy & Governance,"Frazer, Garth",ECONOMETRICA
180,368405400007,IDENTIFICATION PROPERTIES OF RECENT PRODUCTION FUNCTION ESTIMATORS,10.3982/ECTA13408,2,3,5,USA,Univ Michigan,Dept Econ,"Ackerberg, Daniel A.",ECONOMETRICA
181,368405400008,INFERENCE ON CAUSAL EFFECTS IN A GENERALIZED REGRESSION KINK DESIGN,10.3982/ECTA11224,2,4,6,USA,NBER,,"Lee, David S.",ECONOMETRICA
182,368405400008,INFERENCE ON CAUSAL EFFECTS IN A GENERALIZED REGRESSION KINK DESIGN,10.3982/ECTA11224,2,4,6,USA,Princeton Univ,Dept Econ,"Lee, David S.",ECONOMETRICA
183,368405400008,INFERENCE ON CAUSAL EFFECTS IN A GENERALIZED REGRESSION KINK DESIGN,10.3982/ECTA11224,2,4,6,USA,Cornell Univ,Dept Policy Anal & Management,"Pei, Zhuan",ECONOMETRICA
184,368405400008,INFERENCE ON CAUSAL EFFECTS IN A GENERALIZED REGRESSION KINK DESIGN,10.3982/ECTA11224,2,4,6,Germany,Univ Mannheim,Dept Econ,"Weber, Andrea",ECONOMETRICA
185,368405400008,INFERENCE ON CAUSAL EFFECTS IN A GENERALIZED REGRESSION KINK DESIGN,10.3982/ECTA11224,2,4,6,Germany,IZA,,"Weber, Andrea",ECONOMETRICA
186,368405400008,INFERENCE ON CAUSAL EFFECTS IN A GENERALIZED REGRESSION KINK DESIGN,10.3982/ECTA11224,2,4,6,USA,NBER,,"Card, David",ECONOMETRICA
187,368405400008,INFERENCE ON CAUSAL EFFECTS IN A GENERALIZED REGRESSION KINK DESIGN,10.3982/ECTA11224,2,4,6,Germany,IZA,,"Card, David",ECONOMETRICA
188,368405400008,INFERENCE ON CAUSAL EFFECTS IN A GENERALIZED REGRESSION KINK DESIGN,10.3982/ECTA11224,2,4,6,USA,Univ Calif Berkeley,Dept Econ,"Card, David",ECONOMETRICA
189,368405400009,EQUIVALENCE BETWEEN OUT-OF-SAMPLE FORECAST COMPARISONS AND WALD STATISTICS,10.3982/ECTA10581,3,2,5,Italy,European Univ Inst,Dept Econ,"Hansen, Peter Reinhard",ECONOMETRICA
190,368405400009,EQUIVALENCE BETWEEN OUT-OF-SAMPLE FORECAST COMPARISONS AND WALD STATISTICS,10.3982/ECTA10581,3,2,5,England,CREATES,,"Hansen, Peter Reinhard",ECONOMETRICA
191,368405400009,EQUIVALENCE BETWEEN OUT-OF-SAMPLE FORECAST COMPARISONS AND WALD STATISTICS,10.3982/ECTA10581,3,2,5,USA,Univ N Carolina,Dept Econ,"Hansen, Peter Reinhard",ECONOMETRICA
192,368405400009,EQUIVALENCE BETWEEN OUT-OF-SAMPLE FORECAST COMPARISONS AND WALD STATISTICS,10.3982/ECTA10581,3,2,5,England,CREATES,,"Timmermann, Allan",ECONOMETRICA
193,368405400009,EQUIVALENCE BETWEEN OUT-OF-SAMPLE FORECAST COMPARISONS AND WALD STATISTICS,10.3982/ECTA10581,3,2,5,USA,Univ Calif San Diego,Rady Sch Management,"Timmermann, Allan",ECONOMETRICA
194,368405400009,EQUIVALENCE BETWEEN OUT-OF-SAMPLE FORECAST COMPARISONS AND WALD STATISTICS,10.3982/ECTA10581,3,2,5,USA,Univ Calif San Diego,Dept Econ,"Timmermann, Allan",ECONOMETRICA
195,368405400010,THE ECONOMETRIC SOCIETY 2015 ANNUAL REPORT OF THE PRESIDENT,10.3982/ECTA836PRES,1,1,1,Canada,Econometr Soc,Montreal,"Arellano, Manuel",ECONOMETRICA
196,369010100001,Money and Credit Redux,10.3982/ECTA12798,2,3,6,Italy,Univ Roma Tor Vergata,Dept Econ & Law,"Mattesini, Fabrizio",ECONOMETRICA
197,369010100001,Money and Credit Redux,10.3982/ECTA12798,2,3,6,USA,Univ Missouri,Dept Econ,"Gu, Chao",ECONOMETRICA
198,369010100001,Money and Credit Redux,10.3982/ECTA12798,2,3,6,USA,Fed Reserve Bank Chicago,230 S La Salle St,"Wright, Randall",ECONOMETRICA
199,369010100001,Money and Credit Redux,10.3982/ECTA12798,2,3,6,USA,Fed Reserve Bank Minneapolis,90 Hennepin Ave,"Wright, Randall",ECONOMETRICA
200,369010100001,Money and Credit Redux,10.3982/ECTA12798,2,3,6,USA,Univ Wisconsin,Wisconsin Sch Business,"Wright, Randall",ECONOMETRICA
201,369010100001,Money and Credit Redux,10.3982/ECTA12798,2,3,6,USA,NBER,,"Wright, Randall",ECONOMETRICA
202,369010100002,Asset Markets With Heterogeneous Information,10.3982/ECTA12099,1,1,1,USA,Stanford Univ,Dept Econ,"Kurlat, Pablo",ECONOMETRICA
203,369010100003,Information in Tender Offers With a Large Shareholder,10.3982/ECTA11059,2,2,3,USA,Boston Coll,Dept Econ,"Ekmekci, Mehmet",ECONOMETRICA
204,369010100003,Information in Tender Offers With a Large Shareholder,10.3982/ECTA11059,2,2,3,Italy,Bocconi Univ,Dept Econ,"Kos, Nenad",ECONOMETRICA
205,369010100003,Information in Tender Offers With a Large Shareholder,10.3982/ECTA11059,2,2,3,Italy,Bocconi Univ,IGIER,"Kos, Nenad",ECONOMETRICA
206,369010100004,The Role of Automatic Stabilizers in the US Business Cycle,10.3982/ECTA11574,2,2,3,USA,Boston Univ,Dept Econ,"McKay, Alisdair",ECONOMETRICA
207,369010100004,The Role of Automatic Stabilizers in the US Business Cycle,10.3982/ECTA11574,2,2,3,England,Univ London London Sch Econ & Polit Sci,Dept Econ,"Reis, Ricardo",ECONOMETRICA
208,369010100004,The Role of Automatic Stabilizers in the US Business Cycle,10.3982/ECTA11574,2,2,3,USA,Columbia Univ,Dept Econ,"Reis, Ricardo",ECONOMETRICA
209,369010100005,Financial Health Economics,10.3982/ECTA11182,2,3,3,USA,Univ Chicago,Irving B Harris Grad Sch Publ Policy,"Philipson, Tomas J.",ECONOMETRICA
210,369010100005,Financial Health Economics,10.3982/ECTA11182,2,3,3,England,London Business Sch,Regents Pk,"Koijen, Ralph S. J.",ECONOMETRICA
211,369010100005,Financial Health Economics,10.3982/ECTA11182,2,3,3,USA,Univ Chicago,Dept Econ,"Uhlig, Harald",ECONOMETRICA
212,369010100006,Search With Adverse Selection,10.3982/ECTA9969,2,2,2,USA,Northwestern Univ,Dept Econ,"Wolinsky, Asher",ECONOMETRICA
213,369010100006,Search With Adverse Selection,10.3982/ECTA9969,2,2,2,Germany,Univ Bonn,Dept Econ,"Lauermann, Stephan",ECONOMETRICA
214,369010100007,Relational Incentive Contracts With Persistent Private Information,10.3982/ECTA10946,1,1,1,England,Univ Oxford All Souls Coll,,"Malcomson, James M.",ECONOMETRICA
215,369010100008,"Equilibrium Labor Turnover, Firm Growth, and Unemployment",10.3982/ECTA10700,3,2,3,England,Univ Essex,Dept Econ,"Coles, Melvyn G.",ECONOMETRICA
216,369010100009,"Comment on ""Constrained Optimization Approaches to Estimation of Structural Models""",10.3982/ECTA12605,4,5,5,South Korea,Korea Univ,Dept Econ,"Lee, Jinhyuk",ECONOMETRICA
217,369010100009,"Comment on ""Constrained Optimization Approaches to Estimation of Structural Models""",10.3982/ECTA12605,4,5,5,South Korea,Korea Adv Inst Sci & Technol,Grad Sch Finance,"Seo, Kyoungwon",ECONOMETRICA
218,369010100009,"Comment on ""Constrained Optimization Approaches to Estimation of Structural Models""",10.3982/ECTA12605,4,5,5,Denmark,Univ Copenhagen,Dept Econ,"Schjerning, Bertel",ECONOMETRICA
219,369010100009,"Comment on ""Constrained Optimization Approaches to Estimation of Structural Models""",10.3982/ECTA12605,4,5,5,USA,Georgetown Univ,Dept Econ,"Rust, John",ECONOMETRICA
220,369010100009,"Comment on ""Constrained Optimization Approaches to Estimation of Structural Models""",10.3982/ECTA12605,4,5,5,Australia,Univ New S Wales,ARC Ctr Excellence Populat Ageing Res CEPAR,"Iskhakov, Fedor",ECONOMETRICA
221,373024100001,Usage-Based Pricing and Demand for Residential Broadband,10.3982/ECTA11927,1,3,4,USA,Univ N Carolina,Dept Econ,"Williams, Jonathan W.",ECONOMETRICA
222,373024100001,Usage-Based Pricing and Demand for Residential Broadband,10.3982/ECTA11927,1,3,4,USA,Northwestern Univ,Dept Econ,"Nevo, Aviv",ECONOMETRICA
223,373024100001,Usage-Based Pricing and Demand for Residential Broadband,10.3982/ECTA11927,1,3,4,USA,NBER,,"Nevo, Aviv",ECONOMETRICA
224,373024100001,Usage-Based Pricing and Demand for Residential Broadband,10.3982/ECTA11927,1,3,4,USA,Univ Georgia,Dept Econ,"Turner, John L.",ECONOMETRICA
225,373024100002,"Prices, Markups, and Trade Reform",10.3982/ECTA11042,1,4,4,USA,Columbia Business Sch,Uris Hall,"Khandelwal, Amit K.",ECONOMETRICA
226,373024100002,"Prices, Markups, and Trade Reform",10.3982/ECTA11042,1,4,4,USA,Princeton Univ,Fisher Hall,"De Loecker, Jan",ECONOMETRICA
227,373024100002,"Prices, Markups, and Trade Reform",10.3982/ECTA11042,1,4,4,USA,Dartmouth Coll,6106 Rockefeller Hall,"Pavcnik, Nina",ECONOMETRICA
228,373024100002,"Prices, Markups, and Trade Reform",10.3982/ECTA11042,1,4,4,USA,Yale Univ,37 Hillhouse,"Goldberg, Pinelopi K.",ECONOMETRICA
229,373024100003,The Political Economy of Moral Conflict: An Empirical Study of Learning and Law Enforcement Under Prohibition,10.3982/ECTA11117,1,1,1,USA,Univ Penn,Dept Econ,"Garcia-Jimeno, Camilo",ECONOMETRICA
230,373024100004,A Rational Theory of Mutual Funds' Attention Allocation,10.3982/ECTA11412,2,3,5,England,CEPR,,"Van Nieuwerburgh, Stijn",ECONOMETRICA
231,373024100004,A Rational Theory of Mutual Funds' Attention Allocation,10.3982/ECTA11412,2,3,5,USA,NYU,Dept Finance,"Van Nieuwerburgh, Stijn",ECONOMETRICA
232,373024100004,A Rational Theory of Mutual Funds' Attention Allocation,10.3982/ECTA11412,2,3,5,USA,NBER,,"Van Nieuwerburgh, Stijn",ECONOMETRICA
233,373024100004,A Rational Theory of Mutual Funds' Attention Allocation,10.3982/ECTA11412,2,3,5,England,Univ London Imperial Coll Sci Technol & Med,South Kensington Campus,"Kacperczyk, Marcin",ECONOMETRICA
234,373024100004,A Rational Theory of Mutual Funds' Attention Allocation,10.3982/ECTA11412,2,3,5,USA,NBER,,"Veldkamp, Laura",ECONOMETRICA
235,373024100004,A Rational Theory of Mutual Funds' Attention Allocation,10.3982/ECTA11412,2,3,5,USA,NYU,Dept Econ,"Veldkamp, Laura",ECONOMETRICA
236,373024100004,A Rational Theory of Mutual Funds' Attention Allocation,10.3982/ECTA11412,2,3,5,England,CEPR,,"Veldkamp, Laura",ECONOMETRICA
237,373024100005,Stochastic Learning Dynamics and Speed of Convergence in Population Games,10.3982/ECTA10740,2,2,2,England,Univ Oxford Nuffield Coll,,"Young, H. Peyton",ECONOMETRICA
238,373024100005,Stochastic Learning Dynamics and Speed of Convergence in Population Games,10.3982/ECTA10740,2,2,2,Israel,Technion Israel Inst Technol,Fac Ind Engn & Management,"Arieli, Itai",ECONOMETRICA
239,373024100006,Elite Recruitment and Political Stability: The Impact of the Abolition of China's Civil Service Exam,10.3982/ECTA13448,2,2,2,USA,Univ Calif San Diego,Sch Global Policy & Strategy,"Jia, Ruixue",ECONOMETRICA
240,373024100006,Elite Recruitment and Political Stability: The Impact of the Abolition of China's Civil Service Exam,10.3982/ECTA13448,2,2,2,Peoples R China,Chinese Univ Hong Kong,Dept Econ,"Bai, Ying",ECONOMETRICA
241,373024100007,Inefficient Investment Waves,10.3982/ECTA11788,2,2,4,USA,Univ Chicago,5807 South Woodlawn Ave,"He, Zhiguo",ECONOMETRICA
242,373024100007,Inefficient Investment Waves,10.3982/ECTA11788,2,2,4,USA,NBER,,"He, Zhiguo",ECONOMETRICA
243,373024100007,Inefficient Investment Waves,10.3982/ECTA11788,2,2,4,England,London Sch Econ,Dept Finance,"Kondor, Peter",ECONOMETRICA
244,373024100007,Inefficient Investment Waves,10.3982/ECTA11788,2,2,4,England,CEPR,,"Kondor, Peter",ECONOMETRICA
245,373024100008,Matching on the Estimated Propensity Score,10.3982/ECTA11293,1,2,3,USA,NBER,,"Imbens, Guido W.",ECONOMETRICA
246,373024100008,Matching on the Estimated Propensity Score,10.3982/ECTA11293,1,2,3,USA,Stanford Grad Sch Business,655 Knight Way,"Imbens, Guido W.",ECONOMETRICA
247,373024100008,Matching on the Estimated Propensity Score,10.3982/ECTA11293,1,2,3,USA,John F Kennedy Sch Govt,79 John F Kennedy St,"Abadie, Alberto",ECONOMETRICA
248,373024100008,Matching on the Estimated Propensity Score,10.3982/ECTA11293,1,2,3,USA,NBER,,"Abadie, Alberto",ECONOMETRICA
249,373024100009,"IV Quantile Regression for Group-Level Treatments, With an Application to the Distributional Effects of Trade",10.3982/ECTA12121,1,3,4,USA,UCLA,Dept Econ,"Chetverikov, Denis",ECONOMETRICA
250,373024100009,"IV Quantile Regression for Group-Level Treatments, With an Application to the Distributional Effects of Trade",10.3982/ECTA12121,1,3,4,USA,Stanford Univ,Dept Econ,"Larsen, Bradley",ECONOMETRICA
251,373024100009,"IV Quantile Regression for Group-Level Treatments, With an Application to the Distributional Effects of Trade",10.3982/ECTA12121,1,3,4,USA,NBER,,"Larsen, Bradley",ECONOMETRICA
252,373024100009,"IV Quantile Regression for Group-Level Treatments, With an Application to the Distributional Effects of Trade",10.3982/ECTA12121,1,3,4,USA,Univ Calif Berkeley,Haas Sch Business,"Palmer, Christopher",ECONOMETRICA
253,373024100010,Large Contests,10.3982/ECTA11696,1,2,2,USA,Northwestern Univ,Dept Econ,"Olszewski, Wojciech",ECONOMETRICA
254,373024100010,Large Contests,10.3982/ECTA11696,1,2,2,USA,Penn State Univ,Dept Econ,"Siegel, Ron",ECONOMETRICA
255,373024100011,Consumption Commitments and Habit Formation,10.3982/ECTA9390,3,2,4,England,CEPR,,"Szeidl, Adam",ECONOMETRICA
256,373024100011,Consumption Commitments and Habit Formation,10.3982/ECTA9390,3,2,4,Hungary,Cent European Univ,Dept Econ,"Szeidl, Adam",ECONOMETRICA
257,373024100011,Consumption Commitments and Habit Formation,10.3982/ECTA9390,3,2,4,USA,Stanford Univ,Dept Econ,"Chetty, Raj",ECONOMETRICA
258,373024100011,Consumption Commitments and Habit Formation,10.3982/ECTA9390,3,2,4,USA,NBER,,"Chetty, Raj",ECONOMETRICA
259,380134800001,A DYNAMIC MODEL OF DEMAND FOR HOUSES AND NEIGHBORHOODS,10.3982/ECTA10170,2,4,3,USA,Duke Univ,Dept Econ,"Timmins, Christopher",ECONOMETRICA
260,380134800001,A DYNAMIC MODEL OF DEMAND FOR HOUSES AND NEIGHBORHOODS,10.3982/ECTA10170,2,4,3,USA,Duke Univ,Dept Econ,"Bayer, Patrick",ECONOMETRICA
261,380134800001,A DYNAMIC MODEL OF DEMAND FOR HOUSES AND NEIGHBORHOODS,10.3982/ECTA10170,2,4,3,Canada,Univ Toronto,Dept Econ,"McMillan, Robert",ECONOMETRICA
262,380134800001,A DYNAMIC MODEL OF DEMAND FOR HOUSES AND NEIGHBORHOODS,10.3982/ECTA10170,2,4,3,USA,Arizona State Univ,Dept Econ,"Murphy, Alvin",ECONOMETRICA
263,380134800002,"BUY, KEEP, OR SELL: ECONOMIC GROWTH AND THE MARKET FOR IDEAS",10.3982/ECTA12144,2,3,4,Canada,Univ Toronto,Dept Econ,"Celik, Murat Alp",ECONOMETRICA
264,380134800002,"BUY, KEEP, OR SELL: ECONOMIC GROWTH AND THE MARKET FOR IDEAS",10.3982/ECTA12144,2,3,4,USA,Univ Chicago,Dept Econ,"Akcigit, Ufuk",ECONOMETRICA
265,380134800002,"BUY, KEEP, OR SELL: ECONOMIC GROWTH AND THE MARKET FOR IDEAS",10.3982/ECTA12144,2,3,4,USA,NBER,,"Akcigit, Ufuk",ECONOMETRICA
266,380134800002,"BUY, KEEP, OR SELL: ECONOMIC GROWTH AND THE MARKET FOR IDEAS",10.3982/ECTA12144,2,3,4,USA,Univ Penn,Dept Econ,"Greenwood, Jeremy",ECONOMETRICA
267,380134800002,"BUY, KEEP, OR SELL: ECONOMIC GROWTH AND THE MARKET FOR IDEAS",10.3982/ECTA12144,2,3,4,USA,NBER,,"Greenwood, Jeremy",ECONOMETRICA
268,380134800003,TIME-VARYING RISK PREMIUM IN LARGE CROSS-SECTIONAL EQUITY DATA SETS,10.3982/ECTA11069,1,3,3,Switzerland,Swiss Finance Inst,,"Scaillet, Olivier",ECONOMETRICA
269,380134800003,TIME-VARYING RISK PREMIUM IN LARGE CROSS-SECTIONAL EQUITY DATA SETS,10.3982/ECTA11069,1,3,3,Switzerland,Univ Geneva,Geneva Sch Econ & Management,"Scaillet, Olivier",ECONOMETRICA
270,380134800003,TIME-VARYING RISK PREMIUM IN LARGE CROSS-SECTIONAL EQUITY DATA SETS,10.3982/ECTA11069,1,3,3,Switzerland,USI,Fac Econ,"Gagliardini, Patrick",ECONOMETRICA
271,380134800003,TIME-VARYING RISK PREMIUM IN LARGE CROSS-SECTIONAL EQUITY DATA SETS,10.3982/ECTA11069,1,3,3,Switzerland,Swiss Finance Inst,,"Gagliardini, Patrick",ECONOMETRICA
272,380134800003,TIME-VARYING RISK PREMIUM IN LARGE CROSS-SECTIONAL EQUITY DATA SETS,10.3982/ECTA11069,1,3,3,Switzerland,USI,Fac Econ,"Ossola, Elisa",ECONOMETRICA
273,380134800004,NO-BUBBLE CONDITION: MODEL-FREE TESTS IN HOUSING MARKETS,10.3982/ECTA13447,1,3,5,USA,NBER,,"Giglio, Stefano",ECONOMETRICA
274,380134800004,NO-BUBBLE CONDITION: MODEL-FREE TESTS IN HOUSING MARKETS,10.3982/ECTA13447,1,3,5,USA,CEPR,,"Giglio, Stefano",ECONOMETRICA
275,380134800004,NO-BUBBLE CONDITION: MODEL-FREE TESTS IN HOUSING MARKETS,10.3982/ECTA13447,1,3,5,USA,Univ Chicago,Booth Sch Business,"Giglio, Stefano",ECONOMETRICA
276,380134800004,NO-BUBBLE CONDITION: MODEL-FREE TESTS IN HOUSING MARKETS,10.3982/ECTA13447,1,3,5,USA,Harvard Univ,1805 Cambridge St,"Maggiori, Matteo",ECONOMETRICA
277,380134800004,NO-BUBBLE CONDITION: MODEL-FREE TESTS IN HOUSING MARKETS,10.3982/ECTA13447,1,3,5,USA,CEPR,,"Maggiori, Matteo",ECONOMETRICA
278,380134800004,NO-BUBBLE CONDITION: MODEL-FREE TESTS IN HOUSING MARKETS,10.3982/ECTA13447,1,3,5,USA,NBER,,"Maggiori, Matteo",ECONOMETRICA
279,380134800004,NO-BUBBLE CONDITION: MODEL-FREE TESTS IN HOUSING MARKETS,10.3982/ECTA13447,1,3,5,USA,NYU,Stern Sch Business,"Stroebel, Johannes",ECONOMETRICA
280,380134800004,NO-BUBBLE CONDITION: MODEL-FREE TESTS IN HOUSING MARKETS,10.3982/ECTA13447,1,3,5,USA,CEPR,,"Stroebel, Johannes",ECONOMETRICA
281,380134800004,NO-BUBBLE CONDITION: MODEL-FREE TESTS IN HOUSING MARKETS,10.3982/ECTA13447,1,3,5,USA,NBER,,"Stroebel, Johannes",ECONOMETRICA
282,380134800005,BERK-NASH EQUILIBRIUM: A FRAMEWORK FOR MODELING AGENTS WITH MISSPECIFIED MODELS,10.3982/ECTA12609,1,2,2,USA,Washington Univ,Olin Business Sch,"Esponda, Ignacio",ECONOMETRICA
283,380134800005,BERK-NASH EQUILIBRIUM: A FRAMEWORK FOR MODELING AGENTS WITH MISSPECIFIED MODELS,10.3982/ECTA12609,1,2,2,USA,Univ Calif Berkeley,Dept Econ,"Pouzo, Demian",ECONOMETRICA
284,380134800006,REPUTATIONAL BARGAINING AND DEADLINES,10.3982/ECTA12628,1,1,1,USA,Brown Univ,Dept Econ,"Fanning, Jack",ECONOMETRICA
