,SerialNumber,DocType,DBYear,PaperSecUID,PaperTitle,ArticleNumber,countryNumber,AuthorNumber,AffiliationNumber,Country,FullOrgName,OrgFirstClassName,Fullname,journaltitle
227,41891536,Article,2016,381273900004,"Trading Dynamics with Adverse Selection and Search: Market Freeze, Intervention and Recovery",10.1093/restud/rdw014,2,2,3,New Zealand,Victoria Univ Wellington,,"Chiu, Jonathan",REVIEW OF ECONOMIC STUDIES
228,41891536,Article,2016,381273900004,"Trading Dynamics with Adverse Selection and Search: Market Freeze, Intervention and Recovery",10.1093/restud/rdw014,2,2,3,Canada,Bank Canada,Ottawa,"Chiu, Jonathan",REVIEW OF ECONOMIC STUDIES
229,41891536,Article,2016,381273900004,"Trading Dynamics with Adverse Selection and Search: Market Freeze, Intervention and Recovery",10.1093/restud/rdw014,2,2,3,Canada,Queens Univ,Dept Econ,"Koeppl, Thorsten V.",REVIEW OF ECONOMIC STUDIES
230,41891537,Article,2016,381273900005,Towards a Micro-Founded Theory of Aggregate Labour Supply,10.1093/restud/rdw010,2,3,2,Canada,Univ Toronto,Toronto,"Kambourov, Gueorgui",REVIEW OF ECONOMIC STUDIES
231,41891537,Article,2016,381273900005,Towards a Micro-Founded Theory of Aggregate Labour Supply,10.1093/restud/rdw010,2,3,2,Spain,Univ Carlos III Madrid,,"Fuster, Luisa",REVIEW OF ECONOMIC STUDIES
232,41891537,Article,2016,381273900005,Towards a Micro-Founded Theory of Aggregate Labour Supply,10.1093/restud/rdw010,2,3,2,Spain,Univ Carlos III Madrid,,"Erosa, Andres",REVIEW OF ECONOMIC STUDIES
233,41891538,Article,2016,381273900006,Optimal Contracts for Experimentation,10.1093/restud/rdw013,2,3,2,USA,Columbia Univ,,"Liu, Qingmin",REVIEW OF ECONOMIC STUDIES
234,41891538,Article,2016,381273900006,Optimal Contracts for Experimentation,10.1093/restud/rdw013,2,3,2,USA,Columbia Univ,,"Halac, Marina",REVIEW OF ECONOMIC STUDIES
235,41891538,Article,2016,381273900006,Optimal Contracts for Experimentation,10.1093/restud/rdw013,2,3,2,England,Univ Warwick,Coventry CV4 7AL,"Halac, Marina",REVIEW OF ECONOMIC STUDIES
236,41891538,Article,2016,381273900006,Optimal Contracts for Experimentation,10.1093/restud/rdw013,2,3,2,USA,Columbia Univ,,"Kartik, Navin",REVIEW OF ECONOMIC STUDIES
237,41891539,Article,2016,381273900007,Should Unemployment Insurance Vary with the Unemployment Rate? Theory and Evidence,10.1093/restud/rdw009,2,2,3,USA,Northwestern Univ,,"Notowidigdo, Matthew J.",REVIEW OF ECONOMIC STUDIES
238,41891539,Article,2016,381273900007,Should Unemployment Insurance Vary with the Unemployment Rate? Theory and Evidence,10.1093/restud/rdw009,2,2,3,USA,NBER,,"Notowidigdo, Matthew J.",REVIEW OF ECONOMIC STUDIES
239,41891539,Article,2016,381273900007,Should Unemployment Insurance Vary with the Unemployment Rate? Theory and Evidence,10.1093/restud/rdw009,2,2,3,USA,NBER,,"Kroft, Kory",REVIEW OF ECONOMIC STUDIES
240,41891539,Article,2016,381273900007,Should Unemployment Insurance Vary with the Unemployment Rate? Theory and Evidence,10.1093/restud/rdw009,2,2,3,Canada,Univ Toronto,Toronto,"Kroft, Kory",REVIEW OF ECONOMIC STUDIES
241,41891540,Article,2016,381273900008,Rationally Inattentive Seller: Sales and Discrete Pricing,10.1093/restud/rdv049,1,1,1,Czech Republic,CERGE EI,,"Matejka, Filip",REVIEW OF ECONOMIC STUDIES
242,41891541,Article,2016,381273900009,Exclusive Dealing as a Barrier to Entry? Evidence from Automobiles,10.1093/restud/rdw002,2,2,3,Belgium,Univ Leuven,,"Nurski, Laura",REVIEW OF ECONOMIC STUDIES
243,41891541,Article,2016,381273900009,Exclusive Dealing as a Barrier to Entry? Evidence from Automobiles,10.1093/restud/rdw002,2,2,3,Belgium,Res Fdn FWO,,"Nurski, Laura",REVIEW OF ECONOMIC STUDIES
244,41891541,Article,2016,381273900009,Exclusive Dealing as a Barrier to Entry? Evidence from Automobiles,10.1093/restud/rdw002,2,2,3,Belgium,Univ Leuven,,"Verboven, Frank",REVIEW OF ECONOMIC STUDIES
245,41891541,Article,2016,381273900009,Exclusive Dealing as a Barrier to Entry? Evidence from Automobiles,10.1093/restud/rdw002,2,2,3,USA,CEPR,,"Verboven, Frank",REVIEW OF ECONOMIC STUDIES
246,41891542,Article,2016,381273900010,Fiscal Policy in an Unemployment Crisis,10.1093/restud/rdv058,2,1,2,England,Univ Cambridge,,"Rendahl, Pontus",REVIEW OF ECONOMIC STUDIES
247,41891542,Article,2016,381273900010,Fiscal Policy in an Unemployment Crisis,10.1093/restud/rdv058,2,1,2,USA,CEPR,,"Rendahl, Pontus",REVIEW OF ECONOMIC STUDIES
248,41891543,Article,2016,381273900011,Optimal Taxation with Rent-Seeking,10.1093/restud/rdw017,1,2,3,USA,Stanford Univ,,"Scheuer, Florian",REVIEW OF ECONOMIC STUDIES
249,41891543,Article,2016,381273900011,Optimal Taxation with Rent-Seeking,10.1093/restud/rdw017,1,2,3,USA,NBER,,"Scheuer, Florian",REVIEW OF ECONOMIC STUDIES
250,41891543,Article,2016,381273900011,Optimal Taxation with Rent-Seeking,10.1093/restud/rdw017,1,2,3,USA,Wellesley Coll,,"Rothschild, Casey",REVIEW OF ECONOMIC STUDIES
251,41891544,Article,2016,381273900012,"Farther on down the Road: Transport Costs, Trade and Urban Growth in Sub-Saharan Africa",10.1093/restud/rdw020,1,1,1,USA,Tufts Univ,,"Storeygard, Adam",REVIEW OF ECONOMIC STUDIES
252,41891545,Correction,2016,381273900013,"The Institutional Causes of China's Great Famine, 1959-1961 (vol 82, pg 1568, 2015)",10.1093/restud/rdw019,2,3,3,USA,Yale Univ,,"Qian, Nancy",REVIEW OF ECONOMIC STUDIES
253,41891545,Correction,2016,381273900013,"The Institutional Causes of China's Great Famine, 1959-1961 (vol 82, pg 1568, 2015)",10.1093/restud/rdw019,2,3,3,Australia,Australian Natl Univ,Canberra,"Meng, Xin",REVIEW OF ECONOMIC STUDIES
254,41891545,Correction,2016,381273900013,"The Institutional Causes of China's Great Famine, 1959-1961 (vol 82, pg 1568, 2015)",10.1093/restud/rdw019,2,3,3,USA,Columbia Univ,,"Yared, Pierre",REVIEW OF ECONOMIC STUDIES
255,42300987,Article,2016,386206500001,Endogenous Depth of Reasoning,10.1093/restud/rdv052,2,2,3,USA,Univ Wisconsin Madison,Dept Econ,"Penta, Antonio",REVIEW OF ECONOMIC STUDIES
256,42300987,Article,2016,386206500001,Endogenous Depth of Reasoning,10.1093/restud/rdv052,2,2,3,Spain,Univ Pompeu Fabra,,"Alaoui, Larbi",REVIEW OF ECONOMIC STUDIES
257,42300987,Article,2016,386206500001,Endogenous Depth of Reasoning,10.1093/restud/rdv052,2,2,3,Spain,Barcelona GSE,,"Alaoui, Larbi",REVIEW OF ECONOMIC STUDIES
258,42300988,Article,2016,386206500002,Climate and the Emergence of Global Income Differences,10.1093/restud/rdw006,1,3,3,Denmark,Univ Copenhagen,Dept Econ,"Selaya, Pablo",REVIEW OF ECONOMIC STUDIES
259,42300988,Article,2016,386206500002,Climate and the Emergence of Global Income Differences,10.1093/restud/rdw006,1,3,3,Denmark,CEPR,,"Dalgaard, Carl-Johan",REVIEW OF ECONOMIC STUDIES
260,42300988,Article,2016,386206500002,Climate and the Emergence of Global Income Differences,10.1093/restud/rdw006,1,3,3,Denmark,Univ Copenhagen,Dept Econ,"Dalgaard, Carl-Johan",REVIEW OF ECONOMIC STUDIES
261,42300988,Article,2016,386206500002,Climate and the Emergence of Global Income Differences,10.1093/restud/rdw006,1,3,3,Denmark,Univ Southern Denmark,Dept Econ & Business,"Andersen, Thomas Barnebeck",REVIEW OF ECONOMIC STUDIES
262,42300989,Article,2016,386206500003,Self-Fulfilling Credit Cycles,10.1093/restud/rdv056,3,3,4,Peoples R China,Tsinghua Univ,,"Wen, Yi",REVIEW OF ECONOMIC STUDIES
263,42300989,Article,2016,386206500003,Self-Fulfilling Credit Cycles,10.1093/restud/rdv056,3,3,4,USA,Fed Reserve Bank St Louis,,"Wen, Yi",REVIEW OF ECONOMIC STUDIES
264,42300989,Article,2016,386206500003,Self-Fulfilling Credit Cycles,10.1093/restud/rdv056,3,3,4,USA,Fed Reserve Bank St Louis,,"Azariadis, Costas",REVIEW OF ECONOMIC STUDIES
265,42300989,Article,2016,386206500003,Self-Fulfilling Credit Cycles,10.1093/restud/rdv056,3,3,4,USA,Washington Univ,,"Azariadis, Costas",REVIEW OF ECONOMIC STUDIES
266,42300989,Article,2016,386206500003,Self-Fulfilling Credit Cycles,10.1093/restud/rdv056,3,3,4,Germany,Univ Konstanz,,"Kaas, Leo",REVIEW OF ECONOMIC STUDIES
267,42300990,Article,2016,386206500004,Torture and the Commitment Problem,10.1093/restud/rdv057,1,2,2,USA,Northwestern Univ,Dept Econ,"Ely, Jeffrey C.",REVIEW OF ECONOMIC STUDIES
268,42300990,Article,2016,386206500004,Torture and the Commitment Problem,10.1093/restud/rdv057,1,2,2,USA,Northwestern Univ,Kellogg Sch Management,"Baliga, Sandeep",REVIEW OF ECONOMIC STUDIES
269,42300991,Article,2016,386206500005,Robustly Coalition-Proof Incentive Mechanisms for Public Good Provision are Voting Mechanisms and Vice Versa,10.1093/restud/rdw015,1,2,2,Germany,Univ Cologne,,"Bierbrauer, Felix J.",REVIEW OF ECONOMIC STUDIES
270,42300991,Article,2016,386206500005,Robustly Coalition-Proof Incentive Mechanisms for Public Good Provision are Voting Mechanisms and Vice Versa,10.1093/restud/rdw015,1,2,2,Germany,Max Planck Inst Res Collect Goods,,"Hellwig, Martin F.",REVIEW OF ECONOMIC STUDIES
271,42300992,Article,2016,386206500006,"Health, Risky Behaviour and the Value of Medical Innovation for Infectious Disease",10.1093/restud/rdv053,1,3,2,USA,Washington Univ,Olin Business Sch,"Chan, Tat Y.",REVIEW OF ECONOMIC STUDIES
272,42300992,Article,2016,386206500006,"Health, Risky Behaviour and the Value of Medical Innovation for Infectious Disease",10.1093/restud/rdv053,1,3,2,USA,Johns Hopkins Univ,Dept Econ,"Papageorge, Nicholas W.",REVIEW OF ECONOMIC STUDIES
273,42300992,Article,2016,386206500006,"Health, Risky Behaviour and the Value of Medical Innovation for Infectious Disease",10.1093/restud/rdv053,1,3,2,USA,Washington Univ,Olin Business Sch,"Hamilton, Barton H.",REVIEW OF ECONOMIC STUDIES
274,42300993,Article,2016,386206500007,Shrinkage Estimation of High-Dimensional Factor Models with Structural Instabilities,10.1093/restud/rdw005,1,3,3,USA,Univ Penn,,"Cheng, Xu",REVIEW OF ECONOMIC STUDIES
275,42300993,Article,2016,386206500007,Shrinkage Estimation of High-Dimensional Factor Models with Structural Instabilities,10.1093/restud/rdw005,1,3,3,USA,NBER,,"Schorfheide, Frank",REVIEW OF ECONOMIC STUDIES
276,42300993,Article,2016,386206500007,Shrinkage Estimation of High-Dimensional Factor Models with Structural Instabilities,10.1093/restud/rdw005,1,3,3,USA,Univ Penn,,"Schorfheide, Frank",REVIEW OF ECONOMIC STUDIES
277,42300993,Article,2016,386206500007,Shrinkage Estimation of High-Dimensional Factor Models with Structural Instabilities,10.1093/restud/rdw005,1,3,3,USA,Univ Calif Los Angeles,,"Liao, Zhipeng",REVIEW OF ECONOMIC STUDIES
278,42300994,Article,2016,386206500008,Learning and Coordination in the Presidential Primary System,10.1093/restud/rdv055,2,3,2,USA,Univ Illinois,,"Deltas, George",REVIEW OF ECONOMIC STUDIES
279,42300994,Article,2016,386206500008,Learning and Coordination in the Presidential Primary System,10.1093/restud/rdv055,2,3,2,Canada,HEC Montreal,Montreal,"Herrera, Helios",REVIEW OF ECONOMIC STUDIES
280,42300994,Article,2016,386206500008,Learning and Coordination in the Presidential Primary System,10.1093/restud/rdv055,2,3,2,USA,Univ Illinois,,"Polborn, Mattias K.",REVIEW OF ECONOMIC STUDIES
281,42300995,Article,2016,386206500009,Social Experimentation with Interdependent and Expanding Technologies,10.1093/restud/rdw008,2,2,2,England,Univ Surrey,Guildford GU2 5XH,"Garfagnini, Umberto",REVIEW OF ECONOMIC STUDIES
282,42300995,Article,2016,386206500009,Social Experimentation with Interdependent and Expanding Technologies,10.1093/restud/rdw008,2,2,2,USA,Northwestern Univ,,"Strulovici, Bruno",REVIEW OF ECONOMIC STUDIES
283,42300996,Article,2016,386206500010,"Can Self-Help Groups Really Be ""Self-Help""?",10.1093/restud/rdw004,1,3,4,USA,Yale Univ,,"Greaney, Brian P.",REVIEW OF ECONOMIC STUDIES
284,42300996,Article,2016,386206500010,"Can Self-Help Groups Really Be ""Self-Help""?",10.1093/restud/rdw004,1,3,4,USA,NBER,,"Kaboski, Joseph P.",REVIEW OF ECONOMIC STUDIES
285,42300996,Article,2016,386206500010,"Can Self-Help Groups Really Be ""Self-Help""?",10.1093/restud/rdw004,1,3,4,USA,Univ Notre Dame,,"Kaboski, Joseph P.",REVIEW OF ECONOMIC STUDIES
286,42300996,Article,2016,386206500010,"Can Self-Help Groups Really Be ""Self-Help""?",10.1093/restud/rdw004,1,3,4,USA,Fed Reserve Syst,Board Governors,"Van Leemput, Eva",REVIEW OF ECONOMIC STUDIES
287,42300997,Article,2016,386206500011,First Impressions Matter: Signalling as a Source of Policy Dynamics,10.1093/restud/rdw007,2,2,3,England,Univ Warwick,Coventry CV4 7AL,"Mcmahon, Michael",REVIEW OF ECONOMIC STUDIES
288,42300997,Article,2016,386206500011,First Impressions Matter: Signalling as a Source of Policy Dynamics,10.1093/restud/rdw007,2,2,3,Spain,Barcelona GSE,,"Hansen, Stephen",REVIEW OF ECONOMIC STUDIES
289,42300997,Article,2016,386206500011,First Impressions Matter: Signalling as a Source of Policy Dynamics,10.1093/restud/rdw007,2,2,3,Spain,Univ Pompeu Fabra,,"Hansen, Stephen",REVIEW OF ECONOMIC STUDIES
290,42300998,Article,2016,386206500012,The Democratization of Credit and the Rise in Consumer Bankruptcies,10.1093/restud/rdw011,2,3,2,Germany,Univ Mannheim,,"Tertilt, Michele",REVIEW OF ECONOMIC STUDIES
291,42300998,Article,2016,386206500012,The Democratization of Credit and the Rise in Consumer Bankruptcies,10.1093/restud/rdw011,2,3,2,Canada,Univ Western Ontario,London,"Mac Gee, James C.",REVIEW OF ECONOMIC STUDIES
292,42300998,Article,2016,386206500012,The Democratization of Credit and the Rise in Consumer Bankruptcies,10.1093/restud/rdw011,2,3,2,Canada,Univ Western Ontario,London,"Livshits, Igor",REVIEW OF ECONOMIC STUDIES
293,42300999,Article,2016,386206500013,Measuring Uncertainty about Long-Run Predictions,10.1093/restud/rdw003,1,2,1,USA,Princeton Univ,Dept Econ,"Watson, Markw.",REVIEW OF ECONOMIC STUDIES
294,42300999,Article,2016,386206500013,Measuring Uncertainty about Long-Run Predictions,10.1093/restud/rdw003,1,2,1,USA,Princeton Univ,Dept Econ,"Muller, Ulrich K.",REVIEW OF ECONOMIC STUDIES
295,42301000,Article,2016,386206500014,Estimating Strategic Models of International Treaty Formation,10.1093/restud/rdv054,1,1,1,Germany,Univ Mannheim,,"Wagner, Ulrich J.",REVIEW OF ECONOMIC STUDIES
296,43179021,Article,2017,397127400001,Claim Timing and Ex Post Adverse Selection,10.1093/restud/rdw022,1,1,2,USA,Univ Texas Austin,,"Cabral, Marika",REVIEW OF ECONOMIC STUDIES
297,43179021,Article,2017,397127400001,Claim Timing and Ex Post Adverse Selection,10.1093/restud/rdw022,1,1,2,USA,NBER,,"Cabral, Marika",REVIEW OF ECONOMIC STUDIES
298,43179022,Article,2017,397127400002,Household Debt and the Dynamic Effects of Income Tax Changes,10.1093/restud/rdw021,1,2,4,England,London Business Sch,,"Surico, Paolo",REVIEW OF ECONOMIC STUDIES
299,43179022,Article,2017,397127400002,Household Debt and the Dynamic Effects of Income Tax Changes,10.1093/restud/rdw021,1,2,4,England,CEPR,,"Surico, Paolo",REVIEW OF ECONOMIC STUDIES
300,43179022,Article,2017,397127400002,Household Debt and the Dynamic Effects of Income Tax Changes,10.1093/restud/rdw021,1,2,4,England,CEPR,,"Cloyne, James S.",REVIEW OF ECONOMIC STUDIES
301,43179022,Article,2017,397127400002,Household Debt and the Dynamic Effects of Income Tax Changes,10.1093/restud/rdw021,1,2,4,England,Bank England,,"Cloyne, James S.",REVIEW OF ECONOMIC STUDIES
302,43179022,Article,2017,397127400002,Household Debt and the Dynamic Effects of Income Tax Changes,10.1093/restud/rdw021,1,2,4,England,CFM,,"Cloyne, James S.",REVIEW OF ECONOMIC STUDIES
303,43179023,Article,2017,397127400003,Bilateral Trading in Networks,10.1093/restud/rdw034,2,3,3,England,Univ Essex,Colchester,"Galeotti, Andrea",REVIEW OF ECONOMIC STUDIES
304,43179023,Article,2017,397127400003,Bilateral Trading in Networks,10.1093/restud/rdw034,2,3,3,Italy,European Univ Inst,Dept Econ,"Galeotti, Andrea",REVIEW OF ECONOMIC STUDIES
305,43179023,Article,2017,397127400003,Bilateral Trading in Networks,10.1093/restud/rdw034,2,3,3,England,Univ Essex,Dept Econ,"Condorelli, Daniele",REVIEW OF ECONOMIC STUDIES
306,43179023,Article,2017,397127400003,Bilateral Trading in Networks,10.1093/restud/rdw034,2,3,3,England,Univ Essex,Dept Econ,"Renou, Ludovic",REVIEW OF ECONOMIC STUDIES
307,43179024,Article,2017,397127400004,Learning by Working in Big Cities,10.1093/restud/rdw031,2,2,2,Spain,CEMFI,,"Puga, Diego",REVIEW OF ECONOMIC STUDIES
308,43179024,Article,2017,397127400004,Learning by Working in Big Cities,10.1093/restud/rdw031,2,2,2,USA,Univ Southern Calif,,"De La Roca, Jorge",REVIEW OF ECONOMIC STUDIES
309,43179025,Article,2017,397127400005,Voting to Tell Others,10.1093/restud/rdw056,1,4,4,USA,Univ Calif Berkeley,,"Malmendier, Ulrike",REVIEW OF ECONOMIC STUDIES
310,43179025,Article,2017,397127400005,Voting to Tell Others,10.1093/restud/rdw056,1,4,4,USA,NBER,,"Malmendier, Ulrike",REVIEW OF ECONOMIC STUDIES
311,43179025,Article,2017,397127400005,Voting to Tell Others,10.1093/restud/rdw056,1,4,4,USA,NBER,,"List, John A.",REVIEW OF ECONOMIC STUDIES
312,43179025,Article,2017,397127400005,Voting to Tell Others,10.1093/restud/rdw056,1,4,4,USA,Univ Chicago,,"List, John A.",REVIEW OF ECONOMIC STUDIES
313,43179025,Article,2017,397127400005,Voting to Tell Others,10.1093/restud/rdw056,1,4,4,USA,NBER,,"Dellavigna, Stefano",REVIEW OF ECONOMIC STUDIES
314,43179025,Article,2017,397127400005,Voting to Tell Others,10.1093/restud/rdw056,1,4,4,USA,Univ Calif Berkeley,,"Dellavigna, Stefano",REVIEW OF ECONOMIC STUDIES
315,43179025,Article,2017,397127400005,Voting to Tell Others,10.1093/restud/rdw056,1,4,4,USA,NBER,,"Rao, Gautam",REVIEW OF ECONOMIC STUDIES
316,43179025,Article,2017,397127400005,Voting to Tell Others,10.1093/restud/rdw056,1,4,4,USA,Harvard Univ,,"Rao, Gautam",REVIEW OF ECONOMIC STUDIES
317,43179026,Article,2017,397127400006,"Learning, Termination, and Payout Policy in Dynamic Incentive Contracts",10.1093/restud/rdw029,1,2,2,USA,Princeton Univ,,"Sannikov, Yuliy",REVIEW OF ECONOMIC STUDIES
318,43179026,Article,2017,397127400006,"Learning, Termination, and Payout Policy in Dynamic Incentive Contracts",10.1093/restud/rdw029,1,2,2,USA,Stanford Univ,,"Demarzo, Peter M.",REVIEW OF ECONOMIC STUDIES
319,43179027,Article,2017,397127400007,The Design of Ambiguous Mechanisms,10.1093/restud/rdw051,1,3,2,Italy,Bocconi Univ,IGIER,"Di Tillio, Alfredo",REVIEW OF ECONOMIC STUDIES
320,43179027,Article,2017,397127400007,The Design of Ambiguous Mechanisms,10.1093/restud/rdw051,1,3,2,Italy,Bocconi Univ,IGIER,"Messner, Matthias",REVIEW OF ECONOMIC STUDIES
321,43179027,Article,2017,397127400007,The Design of Ambiguous Mechanisms,10.1093/restud/rdw051,1,3,2,Italy,Bocconi Univ,IGIER,"Kos, Nenad",REVIEW OF ECONOMIC STUDIES
322,43179028,Article,2017,397127400008,Information Revelation in Relational Contracts,10.1093/restud/rdw035,2,2,2,Peoples R China,Hong Kong Univ Sci & Technol,Hong Kong,"Fong, Yuk-Fai",REVIEW OF ECONOMIC STUDIES
323,43179028,Article,2017,397127400008,Information Revelation in Relational Contracts,10.1093/restud/rdw035,2,2,2,USA,Northwestern Univ,,"Li, Jin",REVIEW OF ECONOMIC STUDIES
324,43179029,Article,2017,397127400009,Competition in Persuasion,10.1093/restud/rdw052,1,2,3,USA,Stanford Univ,,"Gentzkow, Matthew",REVIEW OF ECONOMIC STUDIES
325,43179029,Article,2017,397127400009,Competition in Persuasion,10.1093/restud/rdw052,1,2,3,USA,NBER,,"Gentzkow, Matthew",REVIEW OF ECONOMIC STUDIES
326,43179029,Article,2017,397127400009,Competition in Persuasion,10.1093/restud/rdw052,1,2,3,USA,Univ Chicago,,"Kamenica, Emir",REVIEW OF ECONOMIC STUDIES
327,43179030,Article,2017,397127400010,Inferior Products and Profitable Deception,10.1093/restud/rdw037,2,3,3,Hungary,Cent European Univ,,"Koszegi, Botond",REVIEW OF ECONOMIC STUDIES
328,43179030,Article,2017,397127400010,Inferior Products and Profitable Deception,10.1093/restud/rdw037,2,3,3,Germany,Univ Munich,,"Murooka, Takeshi",REVIEW OF ECONOMIC STUDIES
329,43179030,Article,2017,397127400010,Inferior Products and Profitable Deception,10.1093/restud/rdw037,2,3,3,Germany,ESMT,,"Heidhues, Paul",REVIEW OF ECONOMIC STUDIES
330,43179031,Article,2017,397127400011,Trade and Inequality: From Theory to Estimation,10.1093/restud/rdw025,2,4,4,USA,Univ Calif San Diego,,"Muendler, Marc-Andreas",REVIEW OF ECONOMIC STUDIES
331,43179031,Article,2017,397127400011,Trade and Inequality: From Theory to Estimation,10.1093/restud/rdw025,2,4,4,USA,Princeton Univ,,"Itskhoki, Oleg",REVIEW OF ECONOMIC STUDIES
332,43179031,Article,2017,397127400011,Trade and Inequality: From Theory to Estimation,10.1093/restud/rdw025,2,4,4,USA,Princeton Univ,,"Redding, Stephen J.",REVIEW OF ECONOMIC STUDIES
333,43179031,Article,2017,397127400011,Trade and Inequality: From Theory to Estimation,10.1093/restud/rdw025,2,4,4,USA,Harvard Univ,,"Helpman, Elhanan",REVIEW OF ECONOMIC STUDIES
334,43179031,Article,2017,397127400011,Trade and Inequality: From Theory to Estimation,10.1093/restud/rdw025,2,4,4,Canada,CIFAR,Toronto,"Helpman, Elhanan",REVIEW OF ECONOMIC STUDIES
335,43179032,Article,2017,397127400012,"Asset Bubbles, Endogenous Growth, and Financial Frictions",10.1093/restud/rdw059,1,2,1,Japan,Univ Tokyo,Fac Econ,"Yanagawa, Noriyuki",REVIEW OF ECONOMIC STUDIES
336,43179032,Article,2017,397127400012,"Asset Bubbles, Endogenous Growth, and Financial Frictions",10.1093/restud/rdw059,1,2,1,Japan,Univ Tokyo,Fac Econ,"Hirano, Tomohiro",REVIEW OF ECONOMIC STUDIES
337,43179033,Article,2017,397127400013,Incentive Compatibility of Large Centralized Matching Markets,10.1093/restud/rdw041,1,1,1,USA,Univ Penn,,"Lee, Sangmok",REVIEW OF ECONOMIC STUDIES
338,43179034,Article,2017,397127400014,Decentralization and Pollution Spillovers: Evidence from the Re-drawing of County Borders in Brazil,10.1093/restud/rdw023,1,2,2,USA,Univ Virginia,,"Lipscomb, Molly",REVIEW OF ECONOMIC STUDIES
339,43179034,Article,2017,397127400014,Decentralization and Pollution Spillovers: Evidence from the Re-drawing of County Borders in Brazil,10.1093/restud/rdw023,1,2,2,USA,Yale Univ,,"Mobarak, Ahmed Mushfiq",REVIEW OF ECONOMIC STUDIES
340,43586026,Article,2017,402080100001,Dynamic Oligopoly with Incomplete Information,10.1093/restud/rdw049,1,3,2,USA,MIT,Sloan Sch Management,"Cisternas, Gonzalo",REVIEW OF ECONOMIC STUDIES
341,43586026,Article,2017,402080100001,Dynamic Oligopoly with Incomplete Information,10.1093/restud/rdw049,1,3,2,USA,MIT,,"Toikka, Juuso",REVIEW OF ECONOMIC STUDIES
342,43586026,Article,2017,402080100001,Dynamic Oligopoly with Incomplete Information,10.1093/restud/rdw049,1,3,2,USA,MIT,Sloan Sch Management,"Bonatti, Alessandro",REVIEW OF ECONOMIC STUDIES
343,43586027,Article,2017,402080100002,Ability Peer Effects in University: Evidence from a Randomized Experiment,10.1093/restud/rdw045,2,3,2,Netherlands,Univ Amsterdam,,"Oosterbeek, Hessel",REVIEW OF ECONOMIC STUDIES
344,43586027,Article,2017,402080100002,Ability Peer Effects in University: Evidence from a Randomized Experiment,10.1093/restud/rdw045,2,3,2,Netherlands,Univ Amsterdam,,"Booij, Adam S.",REVIEW OF ECONOMIC STUDIES
345,43586027,Article,2017,402080100002,Ability Peer Effects in University: Evidence from a Randomized Experiment,10.1093/restud/rdw045,2,3,2,Norway,Univ Oslo,,"Leuven, Edwin",REVIEW OF ECONOMIC STUDIES
346,43586029,Article,2017,402080100004,"Old, Sick, Alone, and Poor: A Welfare Analysis of Old-Age Social Insurance Programmes",10.1093/restud/rdw016,2,3,3,Canada,Concordia Univ,Montreal,"Koreshkova, Tatyana",REVIEW OF ECONOMIC STUDIES
347,43586029,Article,2017,402080100004,"Old, Sick, Alone, and Poor: A Welfare Analysis of Old-Age Social Insurance Programmes",10.1093/restud/rdw016,2,3,3,Canada,CIREQ,Montreal,"Koreshkova, Tatyana",REVIEW OF ECONOMIC STUDIES
348,43586029,Article,2017,402080100004,"Old, Sick, Alone, and Poor: A Welfare Analysis of Old-Age Social Insurance Programmes",10.1093/restud/rdw016,2,3,3,USA,Fed Reserve Bank Atlanta,,"Braun, R. Anton",REVIEW OF ECONOMIC STUDIES
349,43586029,Article,2017,402080100004,"Old, Sick, Alone, and Poor: A Welfare Analysis of Old-Age Social Insurance Programmes",10.1093/restud/rdw016,2,3,3,USA,Fed Reserve Bank Atlanta,,"Kopecky, Karen A.",REVIEW OF ECONOMIC STUDIES
350,43586030,Article,2017,402080100005,The Industrialization and Economic Development of Russia through the Lens of a Neoclassical Growth Model,10.1093/restud/rdw026,2,4,4,USA,Fed Reserve Bank Dallas,,"Cheremukhin, Anton",REVIEW OF ECONOMIC STUDIES
351,43586030,Article,2017,402080100005,The Industrialization and Economic Development of Russia through the Lens of a Neoclassical Growth Model,10.1093/restud/rdw026,2,4,4,USA,Yale Univ,,"Tsyvinski, Aleh",REVIEW OF ECONOMIC STUDIES
352,43586030,Article,2017,402080100005,The Industrialization and Economic Development of Russia through the Lens of a Neoclassical Growth Model,10.1093/restud/rdw026,2,4,4,USA,Princeton Univ,,"Golosov, Mikhail",REVIEW OF ECONOMIC STUDIES
353,43586030,Article,2017,402080100005,The Industrialization and Economic Development of Russia through the Lens of a Neoclassical Growth Model,10.1093/restud/rdw026,2,4,4,France,Sci Po,,"Guriev, Sergei",REVIEW OF ECONOMIC STUDIES
354,43586031,Article,2017,402080100006,Technology and Production Fragmentation: Domestic versus Foreign Sourcing,10.1093/restud/rdw057,1,1,2,USA,NBER,,"Fort, Teresa C.",REVIEW OF ECONOMIC STUDIES
355,43586031,Article,2017,402080100006,Technology and Production Fragmentation: Domestic versus Foreign Sourcing,10.1093/restud/rdw057,1,1,2,USA,Tuck Sch Business Dartmouth,,"Fort, Teresa C.",REVIEW OF ECONOMIC STUDIES
356,43586032,Article,2017,402080100007,Optimal Voting Rules,10.1093/restud/rdw044,4,3,4,Canada,Univ Toronto,Toronto,"Shi, Xianwen",REVIEW OF ECONOMIC STUDIES
357,43586032,Article,2017,402080100007,Optimal Voting Rules,10.1093/restud/rdw044,4,3,4,Germany,Univ Bonn,,"Moldovanu, Benny",REVIEW OF ECONOMIC STUDIES
