,SerialNumber,DocType,DBYear,PaperSecUID,PaperTitle,ArticleNumber,countryNumber,AuthorNumber,AffiliationNumber,Country,FullOrgName,OrgFirstClassName,Fullname,journaltitle
670,40276738,Article,2015,363885700005,Estimating Neighborhood Choice Models: Lessons from a Housing Assistance Experiment,10.1257/aer.20120737,1,3,3,USA,Arizona State Univ,Dept Econ,"Murphy, Alvin",AMERICAN ECONOMIC REVIEW
671,40276738,Article,2015,363885700005,Estimating Neighborhood Choice Models: Lessons from a Housing Assistance Experiment,10.1257/aer.20120737,1,3,3,USA,Univ Maryland,Dept Econ,"Galiani, Sebastian",AMERICAN ECONOMIC REVIEW
672,40276739,Article,2015,363885700006,Conveniently Upset: Avoiding Altruism by Distorting Beliefs about Others' Altruism,10.1257/aer.20141409,2,4,6,USA,Microsoft Res,New England Res & Dev NERD Lab,"Perez-Truglia, Ricardo",AMERICAN ECONOMIC REVIEW
673,40276739,Article,2015,363885700006,Conveniently Upset: Avoiding Altruism by Distorting Beliefs about Others' Altruism,10.1257/aer.20141409,2,4,6,Argentina,IFIBA,Buenos Aires,"Sigman, Mariano",AMERICAN ECONOMIC REVIEW
674,40276739,Article,2015,363885700006,Conveniently Upset: Avoiding Altruism by Distorting Beliefs about Others' Altruism,10.1257/aer.20141409,2,4,6,Argentina,Univ Torcuato Di Tella,Buenos Aires,"Sigman, Mariano",AMERICAN ECONOMIC REVIEW
675,40276739,Article,2015,363885700006,Conveniently Upset: Avoiding Altruism by Distorting Beliefs about Others' Altruism,10.1257/aer.20141409,2,4,6,Argentina,UBA,Dept Fis,"Sigman, Mariano",AMERICAN ECONOMIC REVIEW
676,40276739,Article,2015,363885700006,Conveniently Upset: Avoiding Altruism by Distorting Beliefs about Others' Altruism,10.1257/aer.20141409,2,4,6,Argentina,UBA,Dept Fis,"Babino, Andres",AMERICAN ECONOMIC REVIEW
677,40276739,Article,2015,363885700006,Conveniently Upset: Avoiding Altruism by Distorting Beliefs about Others' Altruism,10.1257/aer.20141409,2,4,6,USA,Harvard Univ,Sch Business,"Di Tella, Rafael",AMERICAN ECONOMIC REVIEW
678,40276740,Article,2015,363885700007,Optimal Taxation and Debt with Uninsurable Risks to Human Capital Accumulation,10.1257/aer.20110576,3,3,4,Italy,European Univ Inst,Dept Econ,"Gottardi, Piero",AMERICAN ECONOMIC REVIEW
679,40276740,Article,2015,363885700007,Optimal Taxation and Debt with Uninsurable Risks to Human Capital Accumulation,10.1257/aer.20110576,3,3,4,Japan,Kyoto Univ,Inst Econ Res,"Nakajima, Tomoyuki",AMERICAN ECONOMIC REVIEW
680,40276740,Article,2015,363885700007,Optimal Taxation and Debt with Uninsurable Risks to Human Capital Accumulation,10.1257/aer.20110576,3,3,4,Japan,Canon Inst Global Studies,,"Nakajima, Tomoyuki",AMERICAN ECONOMIC REVIEW
681,40276740,Article,2015,363885700007,Optimal Taxation and Debt with Uninsurable Risks to Human Capital Accumulation,10.1257/aer.20110576,3,3,4,Singapore,Singapore Management Univ,,"Kajii, Atsushi",AMERICAN ECONOMIC REVIEW
682,40276740,Article,2015,363885700007,Optimal Taxation and Debt with Uninsurable Risks to Human Capital Accumulation,10.1257/aer.20110576,3,3,4,Japan,Kyoto Univ,Inst Econ Res,"Kajii, Atsushi",AMERICAN ECONOMIC REVIEW
683,40276741,Article,2015,363885700008,Reputation and School Competition,10.1257/aer.20130332,1,2,1,USA,Columbia Univ,,"MacLeod, W. Bentley",AMERICAN ECONOMIC REVIEW
684,40276741,Article,2015,363885700008,Reputation and School Competition,10.1257/aer.20130332,1,2,1,USA,Columbia Univ,,"Urquiola, Miguel",AMERICAN ECONOMIC REVIEW
685,40276742,Article,2015,363885700009,Psychological Frictions and the Incomplete Take-Up of Social Benefits: Evidence from an IRS Field Experiment,10.1257/aer.20121493,1,2,2,USA,Carnegie Mellon Univ,,"Bhargava, Saurabh",AMERICAN ECONOMIC REVIEW
686,40276742,Article,2015,363885700009,Psychological Frictions and the Incomplete Take-Up of Social Benefits: Evidence from an IRS Field Experiment,10.1257/aer.20121493,1,2,2,USA,Univ Texas Austin,,"Manoli, Dayanand",AMERICAN ECONOMIC REVIEW
687,40486807,Article,2015,366571200001,Capital Tax Reform and the Real Economy: The Effects of the 2003 Dividend Tax Cut,10.1257/aer.20130098,1,1,2,USA,Natl Bur Econ Res,,"Yagan, Danny",AMERICAN ECONOMIC REVIEW
688,40486807,Article,2015,366571200001,Capital Tax Reform and the Real Economy: The Effects of the 2003 Dividend Tax Cut,10.1257/aer.20130098,1,1,2,USA,Univ Calif Berkeley,Dept Econ,"Yagan, Danny",AMERICAN ECONOMIC REVIEW
689,40486808,Article,2015,366571200002,Market Externalities of Large Unemployment Insurance Extension Programs,10.1257/aer.20131273,4,3,7,England,London Sch Econ,Dept Econ,"Landais, Camille",AMERICAN ECONOMIC REVIEW
690,40486808,Article,2015,366571200002,Market Externalities of Large Unemployment Insurance Extension Programs,10.1257/aer.20131273,4,3,7,Switzerland,Univ Zurich,Dept Econ,"Zweimuller, Josef",AMERICAN ECONOMIC REVIEW
691,40486808,Article,2015,366571200002,Market Externalities of Large Unemployment Insurance Extension Programs,10.1257/aer.20131273,4,3,7,Belgium,CESifo,CEPR,"Zweimuller, Josef",AMERICAN ECONOMIC REVIEW
692,40486808,Article,2015,366571200002,Market Externalities of Large Unemployment Insurance Extension Programs,10.1257/aer.20131273,4,3,7,Germany,IZA,,"Lalive, Rafael",AMERICAN ECONOMIC REVIEW
693,40486808,Article,2015,366571200002,Market Externalities of Large Unemployment Insurance Extension Programs,10.1257/aer.20131273,4,3,7,Switzerland,Univ Zurich,,"Lalive, Rafael",AMERICAN ECONOMIC REVIEW
694,40486808,Article,2015,366571200002,Market Externalities of Large Unemployment Insurance Extension Programs,10.1257/aer.20131273,4,3,7,Switzerland,Univ Lausanne,Dept Econ,"Lalive, Rafael",AMERICAN ECONOMIC REVIEW
695,40486808,Article,2015,366571200002,Market Externalities of Large Unemployment Insurance Extension Programs,10.1257/aer.20131273,4,3,7,Belgium,IfW,IZA,"Lalive, Rafael",AMERICAN ECONOMIC REVIEW
696,40486809,Article,2015,366571200003,Media Influences on Social Outcomes: The Impact of MTV's 16 and Pregnant on Teen Childbearing,10.1257/aer.20140012,1,2,2,USA,Wellesley Coll,Dept Econ,"Levine, Phillip B.",AMERICAN ECONOMIC REVIEW
697,40486809,Article,2015,366571200003,Media Influences on Social Outcomes: The Impact of MTV's 16 and Pregnant on Teen Childbearing,10.1257/aer.20140012,1,2,2,USA,Univ Maryland,Dept Econ,"Kearney, Melissa S.",AMERICAN ECONOMIC REVIEW
698,40486810,Article,2015,366571200004,The Housing Market Impacts of Shale Gas Development,10.1257/aer.20140079,2,3,4,USA,Duke Univ,Dept Econ,"Timmins, Christopher",AMERICAN ECONOMIC REVIEW
699,40486810,Article,2015,366571200004,The Housing Market Impacts of Shale Gas Development,10.1257/aer.20140079,2,3,4,Canada,Univ Calgary,Dept Econ,"Muehlenbachs, Lucija",AMERICAN ECONOMIC REVIEW
700,40486810,Article,2015,366571200004,The Housing Market Impacts of Shale Gas Development,10.1257/aer.20140079,2,3,4,USA,Resources Future Inc,,"Muehlenbachs, Lucija",AMERICAN ECONOMIC REVIEW
701,40486810,Article,2015,366571200004,The Housing Market Impacts of Shale Gas Development,10.1257/aer.20140079,2,3,4,USA,Environm Def Fund,,"Spiller, Elisheba",AMERICAN ECONOMIC REVIEW
702,40486811,Article,2015,366571200005,Imported Inputs and Productivity,10.1257/aer.20150443,3,3,4,USA,CEPR,,"Halpern, Laszlo",AMERICAN ECONOMIC REVIEW
703,40486811,Article,2015,366571200005,Imported Inputs and Productivity,10.1257/aer.20150443,3,3,4,Hungary,Hungarian Acad Sci,Inst Econ,"Halpern, Laszlo",AMERICAN ECONOMIC REVIEW
704,40486811,Article,2015,366571200005,Imported Inputs and Productivity,10.1257/aer.20150443,3,3,4,England,IEHAS,,"Koren, Miklos",AMERICAN ECONOMIC REVIEW
705,40486811,Article,2015,366571200005,Imported Inputs and Productivity,10.1257/aer.20150443,3,3,4,USA,CEPR,,"Koren, Miklos",AMERICAN ECONOMIC REVIEW
706,40486811,Article,2015,366571200005,Imported Inputs and Productivity,10.1257/aer.20150443,3,3,4,Hungary,Cent European Univ,,"Koren, Miklos",AMERICAN ECONOMIC REVIEW
707,40486811,Article,2015,366571200005,Imported Inputs and Productivity,10.1257/aer.20150443,3,3,4,Hungary,Cent European Univ,,"Szeidl, Adam",AMERICAN ECONOMIC REVIEW
708,40486811,Article,2015,366571200005,Imported Inputs and Productivity,10.1257/aer.20150443,3,3,4,USA,CEPR,,"Szeidl, Adam",AMERICAN ECONOMIC REVIEW
709,40486812,Article,2015,366571200006,"R&D, International Sourcing, and the Joint Impact on Firm Performance",10.1257/aer.20121530,2,3,5,Norway,Univ Oslo,,"Moxnes, Andreas",AMERICAN ECONOMIC REVIEW
710,40486812,Article,2015,366571200006,"R&D, International Sourcing, and the Joint Impact on Firm Performance",10.1257/aer.20121530,2,3,5,USA,NBER,,"Moxnes, Andreas",AMERICAN ECONOMIC REVIEW
711,40486812,Article,2015,366571200006,"R&D, International Sourcing, and the Joint Impact on Firm Performance",10.1257/aer.20121530,2,3,5,USA,CEPR,,"Moxnes, Andreas",AMERICAN ECONOMIC REVIEW
712,40486812,Article,2015,366571200006,"R&D, International Sourcing, and the Joint Impact on Firm Performance",10.1257/aer.20121530,2,3,5,Norway,ESOP,,"Ulltveit-Moe, Karen Helene",AMERICAN ECONOMIC REVIEW
713,40486812,Article,2015,366571200006,"R&D, International Sourcing, and the Joint Impact on Firm Performance",10.1257/aer.20121530,2,3,5,Norway,Univ Oslo,,"Ulltveit-Moe, Karen Helene",AMERICAN ECONOMIC REVIEW
714,40486812,Article,2015,366571200006,"R&D, International Sourcing, and the Joint Impact on Firm Performance",10.1257/aer.20121530,2,3,5,USA,CEPR,,"Ulltveit-Moe, Karen Helene",AMERICAN ECONOMIC REVIEW
715,40486812,Article,2015,366571200006,"R&D, International Sourcing, and the Joint Impact on Firm Performance",10.1257/aer.20121530,2,3,5,Norway,CEP,,"Boler, Esther Ann",AMERICAN ECONOMIC REVIEW
716,40486812,Article,2015,366571200006,"R&D, International Sourcing, and the Joint Impact on Firm Performance",10.1257/aer.20121530,2,3,5,Norway,ESOP,,"Boler, Esther Ann",AMERICAN ECONOMIC REVIEW
717,40486812,Article,2015,366571200006,"R&D, International Sourcing, and the Joint Impact on Firm Performance",10.1257/aer.20121530,2,3,5,Norway,Univ Oslo,,"Boler, Esther Ann",AMERICAN ECONOMIC REVIEW
718,40486813,Article,2015,366571200007,A Seniority Arrangement for Sovereign Debt,10.1257/aer.20130932,1,2,1,USA,Fed Reserve Bank Philadelphia,,"Eyigungor, Burcu",AMERICAN ECONOMIC REVIEW
719,40486813,Article,2015,366571200007,A Seniority Arrangement for Sovereign Debt,10.1257/aer.20130932,1,2,1,USA,Fed Reserve Bank Philadelphia,,"Chatterjee, Satyajit",AMERICAN ECONOMIC REVIEW
720,40486814,Article,2015,366571200008,"Feedback Effects, Asymmetric Trading, and the Limits to Arbitrage",10.1257/aer.20141271,2,3,6,USA,Columbia Business Sch,,"Jiang, Wei",AMERICAN ECONOMIC REVIEW
721,40486814,Article,2015,366571200008,"Feedback Effects, Asymmetric Trading, and the Limits to Arbitrage",10.1257/aer.20141271,2,3,6,USA,CEPR,,"Edmans, Alex",AMERICAN ECONOMIC REVIEW
722,40486814,Article,2015,366571200008,"Feedback Effects, Asymmetric Trading, and the Limits to Arbitrage",10.1257/aer.20141271,2,3,6,England,London Business Sch,,"Edmans, Alex",AMERICAN ECONOMIC REVIEW
723,40486814,Article,2015,366571200008,"Feedback Effects, Asymmetric Trading, and the Limits to Arbitrage",10.1257/aer.20141271,2,3,6,England,ECGI,,"Edmans, Alex",AMERICAN ECONOMIC REVIEW
724,40486814,Article,2015,366571200008,"Feedback Effects, Asymmetric Trading, and the Limits to Arbitrage",10.1257/aer.20141271,2,3,6,USA,NBER,,"Edmans, Alex",AMERICAN ECONOMIC REVIEW
725,40486814,Article,2015,366571200008,"Feedback Effects, Asymmetric Trading, and the Limits to Arbitrage",10.1257/aer.20141271,2,3,6,USA,Univ Penn Wharton Sch,,"Goldstein, Itay",AMERICAN ECONOMIC REVIEW
726,40584133,Article,2016,367178600001,Betting on Secession: Quantifying Political Events Surrounding Slavery and the Civil War,10.1257/aer.20131483,1,2,2,USA,Tulane Univ,Dept Econ,"Pritchett, Jonathan",AMERICAN ECONOMIC REVIEW
727,40584133,Article,2016,367178600001,Betting on Secession: Quantifying Political Events Surrounding Slavery and the Civil War,10.1257/aer.20131483,1,2,2,USA,Columbia Univ,Columbia Business Sch,"Calomiris, Charles W.",AMERICAN ECONOMIC REVIEW
728,40584134,Article,2016,367178600002,Generalized Social Marginal Welfare Weights for Optimal Tax Theory,10.1257/aer.20141362,1,2,2,USA,Harvard Univ,Soc Fellows,"Stantcheva, Stefanie",AMERICAN ECONOMIC REVIEW
729,40584134,Article,2016,367178600002,Generalized Social Marginal Welfare Weights for Optimal Tax Theory,10.1257/aer.20141362,1,2,2,USA,Univ Calif Berkeley,,"Saez, Emmanuel",AMERICAN ECONOMIC REVIEW
730,40584135,Article,2016,367178600003,"Networks and Misallocation: Insurance, Migration, and the Rural-Urban Wage Gap",10.1257/aer.20131365,2,2,2,England,Univ Cambridge,Fac Econ,"Munshi, Kaivan",AMERICAN ECONOMIC REVIEW
731,40584135,Article,2016,367178600003,"Networks and Misallocation: Insurance, Migration, and the Rural-Urban Wage Gap",10.1257/aer.20131365,2,2,2,USA,Yale Univ,Dept Econ,"Rosenzweig, Mark",AMERICAN ECONOMIC REVIEW
732,40584136,Article,2016,367178600004,The Market Impacts of Pharmaceutical Product Patents in Developing Countries: Evidence from India,10.1257/aer.20141301,1,3,4,USA,NBER,,"Garthwaite, Craig",AMERICAN ECONOMIC REVIEW
733,40584136,Article,2016,367178600004,The Market Impacts of Pharmaceutical Product Patents in Developing Countries: Evidence from India,10.1257/aer.20141301,1,3,4,USA,Northwestern Univ,Kellogg Sch Management,"Garthwaite, Craig",AMERICAN ECONOMIC REVIEW
734,40584136,Article,2016,367178600004,The Market Impacts of Pharmaceutical Product Patents in Developing Countries: Evidence from India,10.1257/aer.20141301,1,3,4,USA,World Bank,,"Goyal, Aparajita",AMERICAN ECONOMIC REVIEW
735,40584136,Article,2016,367178600004,The Market Impacts of Pharmaceutical Product Patents in Developing Countries: Evidence from India,10.1257/aer.20141301,1,3,4,USA,NBER,,"Duggan, Mark",AMERICAN ECONOMIC REVIEW
736,40584136,Article,2016,367178600004,The Market Impacts of Pharmaceutical Product Patents in Developing Countries: Evidence from India,10.1257/aer.20141301,1,3,4,USA,Stanford Univ,Dept Econ,"Duggan, Mark",AMERICAN ECONOMIC REVIEW
737,40584137,Article,2016,367178600005,Patents and the Global Diffusion of New Drugs,10.1257/aer.20141482,2,3,4,England,London Sch Econ,,"Schankerman, Mark",AMERICAN ECONOMIC REVIEW
738,40584137,Article,2016,367178600005,Patents and the Global Diffusion of New Drugs,10.1257/aer.20141482,2,3,4,USA,NBER,,"Cockburn, Iain M.",AMERICAN ECONOMIC REVIEW
739,40584137,Article,2016,367178600005,Patents and the Global Diffusion of New Drugs,10.1257/aer.20141482,2,3,4,USA,Boston Univ,,"Cockburn, Iain M.",AMERICAN ECONOMIC REVIEW
740,40584137,Article,2016,367178600005,Patents and the Global Diffusion of New Drugs,10.1257/aer.20141482,2,3,4,USA,Univ Calif Berkeley,,"Lanjouw, Jean O.",AMERICAN ECONOMIC REVIEW
741,40584137,Article,2016,367178600005,Patents and the Global Diffusion of New Drugs,10.1257/aer.20141482,2,3,4,USA,NBER,,"Lanjouw, Jean O.",AMERICAN ECONOMIC REVIEW
742,40584138,Article,2016,367178600006,Are Sticky Prices Costly? Evidence from the Stock Market,10.1257/aer.20131513,1,2,2,USA,Univ Calif Berkeley,Dept Econ,"Gorodnichenko, Yuriy",AMERICAN ECONOMIC REVIEW
743,40584138,Article,2016,367178600006,Are Sticky Prices Costly? Evidence from the Stock Market,10.1257/aer.20131513,1,2,2,USA,Univ Chicago,Booth Sch Business,"Weber, Michael",AMERICAN ECONOMIC REVIEW
744,40584139,Article,2016,367178600007,"Real Rigidity, Nominal Rigidity, and the Social Value of Information",10.1257/aer.20110865,2,3,5,Italy,Bocconi Univ,Dept Econ,"Iovino, Luigi",AMERICAN ECONOMIC REVIEW
745,40584139,Article,2016,367178600007,"Real Rigidity, Nominal Rigidity, and the Social Value of Information",10.1257/aer.20110865,2,3,5,Italy,IGIER,,"Iovino, Luigi",AMERICAN ECONOMIC REVIEW
746,40584139,Article,2016,367178600007,"Real Rigidity, Nominal Rigidity, and the Social Value of Information",10.1257/aer.20110865,2,3,5,USA,NBER,,"Angeletos, George-Marios",AMERICAN ECONOMIC REVIEW
747,40584139,Article,2016,367178600007,"Real Rigidity, Nominal Rigidity, and the Social Value of Information",10.1257/aer.20110865,2,3,5,USA,MIT,Dept Econ,"Angeletos, George-Marios",AMERICAN ECONOMIC REVIEW
748,40782235,Article,2016,369142300001,The Politics of Compromise,10.1257/aer.20140316,1,2,2,USA,Univ Rochester,Simon Sch Business,"Rantakari, Heikki",AMERICAN ECONOMIC REVIEW
749,40782235,Article,2016,369142300001,The Politics of Compromise,10.1257/aer.20140316,1,2,2,USA,MIT,Sloan Sch Management,"Bonatti, Alessandro",AMERICAN ECONOMIC REVIEW
750,40782236,Article,2016,369142300002,Poverty and Economic Decision-Making: Evidence from Changes in Financial Resources at Payday,10.1257/aer.20140481,1,3,3,USA,Columbia Univ,Grad Sch Business,"Meier, Stephan",AMERICAN ECONOMIC REVIEW
751,40782236,Article,2016,369142300002,Poverty and Economic Decision-Making: Evidence from Changes in Financial Resources at Payday,10.1257/aer.20140481,1,3,3,USA,Univ Pittsburgh,Dept Econ,"Wang, Stephanie W.",AMERICAN ECONOMIC REVIEW
752,40782236,Article,2016,369142300002,Poverty and Economic Decision-Making: Evidence from Changes in Financial Resources at Payday,10.1257/aer.20140481,1,3,3,USA,Univ So Calif,Ctr Econ & Social Res,"Carvalho, Leandro S.",AMERICAN ECONOMIC REVIEW
753,40782237,Article,2016,369142300003,On Communication and Collusion,10.1257/aer.20141469,1,2,2,USA,Penn State Univ,Dept Econ,"Krishna, Vijay",AMERICAN ECONOMIC REVIEW
754,40782237,Article,2016,369142300003,On Communication and Collusion,10.1257/aer.20141469,1,2,2,USA,Univ Rochester,Dept Econ,"Awaya, Yu",AMERICAN ECONOMIC REVIEW
755,40782238,Article,2016,369142300004,Anatomy of a Contract Change,10.1257/aer.20141122,3,3,3,Germany,European Sch Management & Technol,Schlosspl 1,"Jayaraman, Rajshri",AMERICAN ECONOMIC REVIEW
756,40782238,Article,2016,369142300004,Anatomy of a Contract Change,10.1257/aer.20141122,3,3,3,Germany,European Sch Management & Technol,Schlosspl 1,"de Vericourt, Francis",AMERICAN ECONOMIC REVIEW
757,40782238,Article,2016,369142300004,Anatomy of a Contract Change,10.1257/aer.20141122,3,3,3,England,Univ Warwick,Coventry CV4 7AL,"Ray, Debraj",AMERICAN ECONOMIC REVIEW
758,40782238,Article,2016,369142300004,Anatomy of a Contract Change,10.1257/aer.20141122,3,3,3,USA,NYU,Dept Econ,"Ray, Debraj",AMERICAN ECONOMIC REVIEW
759,40782239,Article,2016,369142300005,Redistribution and Social Insurance,10.1257/aer.20111550,1,3,3,USA,Yale Univ,Dept Econ,"Tsyvinski, Aleh",AMERICAN ECONOMIC REVIEW
760,40782239,Article,2016,369142300005,Redistribution and Social Insurance,10.1257/aer.20111550,1,3,3,USA,Cornell Univ,Dept Econ,"Troshkin, Maxim",AMERICAN ECONOMIC REVIEW
761,40782239,Article,2016,369142300005,Redistribution and Social Insurance,10.1257/aer.20111550,1,3,3,USA,Princeton Univ,Dept Econ,"Golosov, Mikhail",AMERICAN ECONOMIC REVIEW
762,40782241,Article,2016,369142300006,Consumption Inequality and Family Labor Supply,10.1257/aer.20121549,3,3,6,USA,Stanford Univ,Dept Econ,"Pistaferri, Luigi",AMERICAN ECONOMIC REVIEW
763,40782241,Article,2016,369142300006,Consumption Inequality and Family Labor Supply,10.1257/aer.20121549,3,3,6,USA,Ctr Econ Policy Res,,"Pistaferri, Luigi",AMERICAN ECONOMIC REVIEW
764,40782241,Article,2016,369142300006,Consumption Inequality and Family Labor Supply,10.1257/aer.20121549,3,3,6,USA,NBER,,"Pistaferri, Luigi",AMERICAN ECONOMIC REVIEW
765,40782241,Article,2016,369142300006,Consumption Inequality and Family Labor Supply,10.1257/aer.20121549,3,3,6,England,UCL,Dept Econ,"Blundell, Richard",AMERICAN ECONOMIC REVIEW
766,40782241,Article,2016,369142300006,Consumption Inequality and Family Labor Supply,10.1257/aer.20121549,3,3,6,England,Inst Fiscal Studies,Gower St,"Blundell, Richard",AMERICAN ECONOMIC REVIEW
767,40782241,Article,2016,369142300006,Consumption Inequality and Family Labor Supply,10.1257/aer.20121549,3,3,6,Israel,Tel Aviv Univ,Eitan Berglas Sch Econ,"Saporta-Eksten, Itay",AMERICAN ECONOMIC REVIEW
768,40782241,Article,2016,369142300006,Consumption Inequality and Family Labor Supply,10.1257/aer.20121549,3,3,6,England,UCL,Dept Econ,"Saporta-Eksten, Itay",AMERICAN ECONOMIC REVIEW
769,40782242,Article,2016,369142300007,"Exchange Rates, Interest Rates, and the Risk Premium",10.1257/aer.20121365,1,1,1,USA,Univ Wisconsin,Dept Econ,"Engel, Charles",AMERICAN ECONOMIC REVIEW
770,40782243,Correction,2016,369142300008,"The Housing Market Impacts of Shale Gas Development (vol 105, pg 3633, 2015)",10.1257/aer.106.2.475,2,3,3,USA,Environm Def Fund,257 Pk Ave South,"Spiller, Elisheba",AMERICAN ECONOMIC REVIEW
771,40782243,Correction,2016,369142300008,"The Housing Market Impacts of Shale Gas Development (vol 105, pg 3633, 2015)",10.1257/aer.106.2.475,2,3,3,USA,Duke Univ,Dept Econ,"Timmins, Christopher",AMERICAN ECONOMIC REVIEW
772,40782243,Correction,2016,369142300008,"The Housing Market Impacts of Shale Gas Development (vol 105, pg 3633, 2015)",10.1257/aer.106.2.475,2,3,3,Canada,Univ Calgary,Dept Econ,"Muehlenbachs, Lucija",AMERICAN ECONOMIC REVIEW
773,40782244,Correction,2016,369142300009,"Just Luck: An Experimental Study of Risk-Taking and Fairness (vol 103, pg 1398, 2013)",10.1257/aer.20100273,3,4,3,Germany,Univ Kiel,Chair Econ & Eth,"Konow, James",AMERICAN ECONOMIC REVIEW
774,40782244,Correction,2016,369142300009,"Just Luck: An Experimental Study of Risk-Taking and Fairness (vol 103, pg 1398, 2013)",10.1257/aer.20100273,3,4,3,USA,Loyola Marymount Univ,Dept Econ,"Konow, James",AMERICAN ECONOMIC REVIEW
775,40782244,Correction,2016,369142300009,"Just Luck: An Experimental Study of Risk-Taking and Fairness (vol 103, pg 1398, 2013)",10.1257/aer.20100273,3,4,3,Norway,NHH Norwegian Sch Econ,Dept Econ,"Cappelen, Alexander W.",AMERICAN ECONOMIC REVIEW
776,40782244,Correction,2016,369142300009,"Just Luck: An Experimental Study of Risk-Taking and Fairness (vol 103, pg 1398, 2013)",10.1257/aer.20100273,3,4,3,Norway,NHH Norwegian Sch Econ,Dept Econ,"Sorensen, Erik O.",AMERICAN ECONOMIC REVIEW
777,40782244,Correction,2016,369142300009,"Just Luck: An Experimental Study of Risk-Taking and Fairness (vol 103, pg 1398, 2013)",10.1257/aer.20100273,3,4,3,Norway,NHH Norwegian Sch Econ,Dept Econ,"Tungodden, Bertil",AMERICAN ECONOMIC REVIEW
778,40974713,Article,2016,371277400001,The Determinants and Welfare Implications of US Workers' Diverging Location Choices by Skill: 1980-2000,10.1257/aer.20131706,1,1,1,USA,Stanford Grad Sch Business,655 Knight Way,"Diamond, Rebecca",AMERICAN ECONOMIC REVIEW
779,40974714,Article,2016,371277400002,University Differences in the Graduation of Minorities in STEM Fields: Evidence from California,10.1257/aer.20130626,3,3,4,Germany,IZA,,"Hotz, V. Joseph",AMERICAN ECONOMIC REVIEW
780,40974714,Article,2016,371277400002,University Differences in the Graduation of Minorities in STEM Fields: Evidence from California,10.1257/aer.20130626,3,3,4,USA,Duke Univ,Dept Econ,"Hotz, V. Joseph",AMERICAN ECONOMIC REVIEW
781,40974714,Article,2016,371277400002,University Differences in the Graduation of Minorities in STEM Fields: Evidence from California,10.1257/aer.20130626,3,3,4,USA,NBER,,"Hotz, V. Joseph",AMERICAN ECONOMIC REVIEW
782,40974714,Article,2016,371277400002,University Differences in the Graduation of Minorities in STEM Fields: Evidence from California,10.1257/aer.20130626,3,3,4,England,Univ London London Sch Econ & Polit Sci,Dept Econ,"Aucejo, Esteban M.",AMERICAN ECONOMIC REVIEW
783,40974714,Article,2016,371277400002,University Differences in the Graduation of Minorities in STEM Fields: Evidence from California,10.1257/aer.20130626,3,3,4,USA,Duke Univ,Dept Econ,"Arcidiacono, Peter",AMERICAN ECONOMIC REVIEW
784,40974715,Article,2016,371277400003,Search Design and Broad Matching,10.1257/aer.20150076,3,2,3,USA,Univ Michigan,,"Eliaz, Kfir",AMERICAN ECONOMIC REVIEW
785,40974715,Article,2016,371277400003,Search Design and Broad Matching,10.1257/aer.20150076,3,2,3,Israel,Tel Aviv Univ,Sch Econ,"Eliaz, Kfir",AMERICAN ECONOMIC REVIEW
786,40974715,Article,2016,371277400003,Search Design and Broad Matching,10.1257/aer.20150076,3,2,3,Israel,Tel Aviv Univ,Sch Econ,"Spiegler, Ran",AMERICAN ECONOMIC REVIEW
787,40974715,Article,2016,371277400003,Search Design and Broad Matching,10.1257/aer.20150076,3,2,3,England,UCL,,"Spiegler, Ran",AMERICAN ECONOMIC REVIEW
788,40974716,Article,2016,371277400004,How Do Electricity Shortages Affect Industry? Evidence from India,10.1257/aer.20140389,1,3,5,USA,NBER,,"Collard-Wexler, Allan",AMERICAN ECONOMIC REVIEW
789,40974716,Article,2016,371277400004,How Do Electricity Shortages Affect Industry? Evidence from India,10.1257/aer.20140389,1,3,5,USA,Duke Univ,230 Social Sci Bldg,"Collard-Wexler, Allan",AMERICAN ECONOMIC REVIEW
790,40974716,Article,2016,371277400004,How Do Electricity Shortages Affect Industry? Evidence from India,10.1257/aer.20140389,1,3,5,USA,NBER,,"Allcott, Hunt",AMERICAN ECONOMIC REVIEW
791,40974716,Article,2016,371277400004,How Do Electricity Shortages Affect Industry? Evidence from India,10.1257/aer.20140389,1,3,5,USA,NYU,Dept Econ,"Allcott, Hunt",AMERICAN ECONOMIC REVIEW
792,40974716,Article,2016,371277400004,How Do Electricity Shortages Affect Industry? Evidence from India,10.1257/aer.20140389,1,3,5,USA,Poverty Act Lab,,"Allcott, Hunt",AMERICAN ECONOMIC REVIEW
793,40974717,Article,2016,371277400005,"Firm Dynamics, Job Turnover, and Wage Distributions in an Open Economy",10.1257/aer.20110457,3,3,5,USA,Penn State Univ,Dept Econ,"Tybout, James",AMERICAN ECONOMIC REVIEW
794,40974717,Article,2016,371277400005,"Firm Dynamics, Job Turnover, and Wage Distributions in an Open Economy",10.1257/aer.20110457,3,3,5,USA,NBER,,"Tybout, James",AMERICAN ECONOMIC REVIEW
795,40974717,Article,2016,371277400005,"Firm Dynamics, Job Turnover, and Wage Distributions in an Open Economy",10.1257/aer.20110457,3,3,5,Sweden,Stockholm Sch Econ,Sveavagen 65,"Cosar, A. Kerem",AMERICAN ECONOMIC REVIEW
796,40974717,Article,2016,371277400005,"Firm Dynamics, Job Turnover, and Wage Distributions in an Open Economy",10.1257/aer.20110457,3,3,5,Spain,Univ Autonoma Barcelona,ICREA MOVE,"Guner, Nezih",AMERICAN ECONOMIC REVIEW
